"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"92",92,NA,"Texas","Val Verde",NA,NA,"PRESERVED_SPECIMEN",NA,"14032","Mammalia",359,"1.3 mi S, 0.3 mi W Juno, Wilson Hodge Ranch, Texas, Val Verde, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,1,NA,NA,NA,NA,157.28,NA,NA,NA,"2008-01-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288997,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288997,"Animalia",1,NA,"2016-06-28T07:24:30.831+0000","2016-08-04T15:40:26.346+0000","2015-03-03T13:48:28.252+0000",30.13233,NA,NA,"1.3 mi S, 0.3 mi W Juno, Wilson Hodge Ranch",NA,NA,-101.11972,NA,1,NA,NA,"9aa3bb72-1a9e-436f-b802-a3ffa625983a",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"heart, kidney;liver;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Morris, M",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"516 m","January 2008","Wilson-Hodge Ranch, 1.3 mi S, 0.3 mi W Juno N 30.13333°, W 101.11972°, 516m",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"94",94,NA,"Texas","McCulloch",NA,NA,"PRESERVED_SPECIMEN",NA,"13566","Mammalia",359,"1.7 mi S, 2.3 mi E Voca, Texas, McCulloch, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288563,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288563,"Animalia",1,NA,"2016-06-28T07:24:30.644+0000","2016-08-04T15:40:26.619+0000","2015-03-03T13:48:27.257+0000",30.97812,NA,NA,"1.7 mi S, 2.3 mi E Voca",NA,NA,-99.13832,NA,1,NA,NA,"38067154-121f-4427-bc5f-99a9ee6ba9e1",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"heart, kidney;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Maresh, John",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"26 January 2008","1.7 mi S, 2.3 mi. E Voca, N 30.978119°, W 99.138323°",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"100",100,NA,"Texas","Kimble",NA,NA,"PRESERVED_SPECIMEN",NA,"13550","Mammalia",359,"I-10 and Rte 291 Jct, Texas, Kimble, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288497,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288497,"Animalia",1,NA,"2016-06-28T07:24:30.622+0000","2016-08-04T15:40:26.379+0000","2015-03-03T13:48:27.142+0000",30.48247,NA,NA,"I-10 and Rte 291 Jct",NA,NA,-100.06698,NA,3,NA,NA,"21b97d36-ac55-4bce-9372-12b7f20df187",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"22 March 2008","I10 at Rt. 291; N 30.48247°, W 100.06698°",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"101",101,NA,"Texas","Edwards",NA,NA,"PRESERVED_SPECIMEN",NA,"13538","Mammalia",359,"38 mi NE Del Rio, Hwy 377, Texas, Edwards, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,16,NA,NA,NA,NA,189.59,NA,NA,NA,"2008-03-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288520,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288520,"Animalia",1,NA,"2016-06-28T07:24:30.632+0000","2016-08-04T15:40:26.243+0000","2015-03-03T13:48:27.199+0000",29.79325,NA,NA,"38 mi NE Del Rio, Hwy 377",NA,NA,-100.65052,NA,3,NA,NA,"fae1ebc3-f28f-4fa2-8558-45d1328c1690",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;heart;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Garcia, A J",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"622 m","16 March 2008","38 mi. NE Del Rio; N 29.799653°, W 100.649830°,622m elev.",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"104",104,NA,"Texas","Sutton",NA,NA,"PRESERVED_SPECIMEN",NA,"13577","Mammalia",359,"ca 5 mi E Sonora, I-10, mile marker 406, Texas, Sutton, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288535,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288535,"Animalia",1,NA,"2016-06-28T07:24:30.644+0000","2016-08-04T15:40:26.369+0000","2015-03-03T13:48:27.190+0000",30.56693,NA,NA,"ca 5 mi E Sonora, I-10, mile marker 406",NA,NA,-100.54365,NA,3,NA,NA,"f6e3c4af-de84-4fc3-9cf1-4d0371c92be5",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"22 March 2008","ca. 5 mi E Sonora on I10 (mile marker 406)",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"108",108,NA,"Texas","Taylor",NA,NA,"PRESERVED_SPECIMEN",NA,"13671","Mammalia",359,"6 mi S Buffalo Gap, US 277, Texas, Taylor, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-05T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288597,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288597,"Animalia",1,NA,"2016-06-28T07:24:30.671+0000","2016-08-04T15:40:27.704+0000","2015-03-03T13:48:27.344+0000",32.19821,NA,NA,"6 mi S Buffalo Gap, US 277",NA,NA,-100.06847,NA,5,NA,NA,"94de151d-efdc-4e58-88e1-dd32497ae949",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Snow, C",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"05 May 2008","6 mi S Buffalo Gap on U.S. 277, N 32.19821°, W 100.06847°",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"109",109,NA,"Texas","Lampasas",NA,NA,"PRESERVED_SPECIMEN",NA,"13561","Mammalia",359,"5 mi W 281 intersection, opposite Double B Ranch, Hwy 190, Texas, Lampasas, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288515,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288515,"Animalia",1,NA,"2016-06-28T07:24:30.617+0000","2016-08-04T15:40:26.535+0000","2015-03-03T13:48:27.158+0000",31.12103,NA,NA,"5 mi W 281 intersection, opposite Double B Ranch, Hwy 190",NA,NA,-98.25857,NA,6,NA,NA,"d640e7dc-e40e-4768-a2b3-765427bef507",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ammerman, Loren K",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"07 June 2008","Hwy 190, 5 mi W Jct. with Hwy 281",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"116",116,NA,"Texas","Tom Green",NA,NA,"PRESERVED_SPECIMEN",NA,"13595","Mammalia",359,"San Angelo, Loop 306 at Concho River crossing, Texas, Tom Green, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,170.08,NA,NA,NA,"2008-08-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288577,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288577,"Animalia",1,NA,"2016-06-28T07:24:30.635+0000","2016-08-04T15:40:26.763+0000","2015-03-03T13:48:27.282+0000",31.40783,NA,NA,"San Angelo, Loop 306 at Concho River crossing",NA,NA,-100.44929,NA,8,NA,NA,"06e23c8d-8095-4d83-8b70-1d4114a3ea9b",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Snow, C",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"558 m","22 August 2008","San Angelo, N 31.407828°, W 100.449288°, 558m elev.",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"117",117,NA,"Texas","Kimble",NA,NA,"PRESERVED_SPECIMEN",NA,"13551","Mammalia",359,"2 mi E Junction, I-10, Texas, Kimble, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288473,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288473,"Animalia",1,NA,"2016-06-28T07:24:30.618+0000","2016-08-04T15:40:26.178+0000","2015-03-03T13:48:27.086+0000",30.48938,NA,NA,"2 mi E Junction, I-10",NA,NA,-99.74299,NA,8,NA,NA,"0af16610-f88b-478f-baa7-aaa91ac26137",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"heart;liver;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"24 August 2008","I10 2 mi E Junction, 30.48938°N, 99.74299°W",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"118",118,NA,"Texas","Jeff Davis",NA,NA,"PRESERVED_SPECIMEN",NA,"13670","Mammalia",359,"3 mi S Reeves County line, Hwy 17, Texas, Jeff Davis, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,2,NA,NA,NA,NA,1143.61,NA,NA,NA,"2008-08-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288628,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288628,"Animalia",1,NA,"2016-06-28T07:24:30.671+0000","2016-08-04T15:40:26.465+0000","2015-03-03T13:48:27.406+0000",30.85646,NA,NA,"3 mi S Reeves County line, Hwy 17",NA,NA,-103.80452,NA,8,NA,NA,"5a7ed520-e562-4144-a502-a29d1d64f0df",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ammerman, Loren K",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"3752 ft","02 August 2008","3 mi S Reeves Co. line on Hwy 17, 13R 0614302, 37414306, 3752ft elev.",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"119",119,NA,"Texas","Coke",NA,NA,"PRESERVED_SPECIMEN",NA,"13522","Mammalia",359,"18.7 mi N, 22.2 mi W San Angelo, Hwy 87, Texas, Coke, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,10,NA,NA,NA,NA,201.78,NA,NA,NA,"2008-08-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288461,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288461,"Animalia",1,NA,"2016-06-28T07:24:30.596+0000","2016-08-04T15:40:26.983+0000","2015-03-03T13:48:27.066+0000",31.74295,NA,NA,"18.7 mi N, 22.2 mi W San Angelo, Hwy 87",NA,NA,-100.82332,NA,8,NA,NA,"327ab890-f492-47c1-93e6-346bc9fc3b35",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"10 August 2008","18.7 mi N, 22.2 mi W San Angelo, N 31.74295°, W 100.82332°W, elev. 662",NA,"eastern hog-nosed skunk",2008,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"126",126,NA,"Texas","Sutton",NA,NA,"PRESERVED_SPECIMEN",NA,"13576","Mammalia",359,"25 mi E Sonora, Texas, Sutton, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2007-01-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288501,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288501,"Animalia",1,NA,"2016-06-28T07:24:30.631+0000","2016-08-04T15:40:26.545+0000","2015-03-03T13:48:27.143+0000",30.51099,NA,NA,"25 mi E Sonora",NA,NA,-100.236,NA,1,NA,NA,"6c3ec8b6-b434-49fd-9c54-86e09a6eec55",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Studer, P",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,NA,"2007","ca. 25 mi E Sonora",NA,"eastern hog-nosed skunk",2007,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"145",145,NA,"Texas","Tom Green",NA,NA,"PRESERVED_SPECIMEN",NA,"13672","Mammalia",359,"12.1 mi N San Angelo, Hwy 208, Texas, Tom Green, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,13,NA,NA,NA,NA,189.59,NA,NA,NA,"2007-10-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288611,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288611,"Animalia",1,NA,"2016-06-28T07:24:30.670+0000","2016-08-04T15:40:27.136+0000","2015-03-03T13:48:27.349+0000",31.61982,NA,NA,"12.1 mi N San Angelo, Hwy 208",NA,NA,-100.43137,NA,10,NA,NA,"ad9adb29-7b9a-4aea-b13f-2bf167524534",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"heart;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"622 m","13 October 2007","12.1 mi N San Angelo on Hwy 208, N 31.61982°, W 100.43137°, 622m elev.",NA,"eastern hog-nosed skunk",2007,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"146",146,NA,"Texas","Sutton",NA,NA,"PRESERVED_SPECIMEN",NA,"13575","Mammalia",359,"10.3 mi S Sonora, Hwy 277, Texas, Sutton, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,26,NA,NA,NA,NA,190.8,NA,NA,NA,"2007-10-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288521,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288521,"Animalia",1,NA,"2016-06-28T07:24:30.631+0000","2016-08-04T15:40:26.358+0000","2015-03-03T13:48:27.183+0000",30.43368,NA,NA,"10.3 mi S Sonora, Hwy 277",NA,NA,-100.7047,NA,10,NA,NA,"67b23cbb-8bda-4ffe-bd85-f6a065788e9a",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,NA,NA,NA,NA,"626 m","26 October 2007","10.3 mi. S Sonora on U.S. 277, N 30.43368°, W 100.70470°, 626m elev.",NA,"eastern hog-nosed skunk",2007,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
