"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"29255",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.37235","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,"2004-03-01T00:00:00.000+0000",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-30T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1088525",NA,NA,"Macropodidae",9372,"Australia","1101217554","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dawson, L","d4474654-a034-4866-b5a3-02dc5cc3216f",NA,NA,NA,"AM",NA,NA,NA,"AU",1101217554,"Animalia",1,NA,"2016-08-19T08:07:03.951+0000","2016-08-04T14:23:09.259+0000","2015-07-17T07:03:51.292+0000",-29.84971,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Nocoleche National Park, Shearers Quarters. (29° 50' 59"" S, 144° 07' 57"" E) 30/09/2003 - 30/09/2003, Field Collected - Terrestrial"";",144.13249,NA,NA,9,NA,"d4474654-a034-4866-b5a3-02dc5cc3216f",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ingleby, Dr Sandy - Australian Museum - Mammalogy",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",2003,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"29477",NA,"Tasmania",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A1872","Mammalia",359,"Mount William National Park, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","500733464","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ee69d00-69e7-4128-8b5f-4b7e10b835ff",NA,NA,"tasmaniensis","TMAG",NA,NA,NA,"AU",500733464,"Animalia",1,NA,"2016-08-19T07:18:28.207+0000","2016-08-03T23:08:11.451+0000","2015-05-13T22:01:33.405+0000",-40.9085982608808,NA,NA,NA,NA,NA,"Mount William National Park",NA,NA,NA,148.190995430891,NA,NA,NA,NA,"3ee69d00-69e7-4128-8b5f-4b7e10b835ff",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","Oliver Gales",NA,NA,NA,NA,"Macropus giganteus subsp. tasmaniensis Le Souef, 1923",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219983,NA,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,"Forester kangaroo",2003,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",8.76874253305,1.87217718906,TRUE
"30282",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.47024.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-01-17T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1208540",NA,"19:56","Macropodidae",9372,"Australia","1101229831","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331423bb-5dad-4419-bfef-de3f99e4475c",NA,NA,NA,"AM",NA,NA,NA,"AU",1101229831,"Animalia",1,NA,"2016-08-19T08:07:06.105+0000","2016-08-04T14:23:28.987+0000","2015-07-17T07:04:58.274+0000",-32.42554,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Harris Creek (32° 25' 32"" S, 151° 33' 23"" E) 17/01/2000 - 17/01/2000, Brown, DIANE(Collector), found dead, Accession"";",151.55638,NA,NA,1,NA,"331423bb-5dad-4419-bfef-de3f99e4475c",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",2000,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30394",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM14358","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-08-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066623390","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7d91fd47-995e-4468-9210-74edff419b5e",NA,NA,NA,"QM",NA,NA,NA,"AU",1066623390,"Animalia",1,NA,"2015-10-19T05:51:15.071+0000","2016-08-04T10:56:37.461+0000","2015-04-30T09:48:36.863+0000",-24.52194,NA,NA,NA,NA,NA,"-",NA,NA,NA,151.74389,NA,NA,8,NA,"7d91fd47-995e-4468-9210-74edff419b5e",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",2000,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30695",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM12381","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-01-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066621247","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fae851d6-e3d1-437c-8329-8091ef6e1789",NA,NA,NA,"QM",NA,NA,NA,"AU",1066621247,"Animalia",1,NA,"2015-10-19T05:51:14.724+0000","2016-08-04T10:56:35.609+0000","2015-04-30T09:48:35.136+0000",-23.78333,NA,NA,NA,NA,NA,"-",NA,NA,NA,151.13333,NA,NA,1,NA,"fae851d6-e3d1-437c-8329-8091ef6e1789",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30855",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40374.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-13T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145961",NA,NA,"Macropodidae",9372,"Australia","1101220755","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3864fa3c-a1dd-46ae-a9a5-41826e11d6ef",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220755,"Animalia",1,NA,"2016-08-19T08:07:04.579+0000","2016-08-04T14:24:08.657+0000","2015-07-17T07:04:08.790+0000",-35.233,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 13km N Jerilderie (35° 14' S, 145° 45' E) 13/06/1998 - 13/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",145.75,NA,NA,6,NA,"3864fa3c-a1dd-46ae-a9a5-41826e11d6ef",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30856",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40368.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-10T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145956",NA,NA,"Macropodidae",9372,"Australia","1101220793","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3d468854-0ebe-43ac-a6e3-22836cb2d060",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220793,"Animalia",1,NA,"2016-08-19T08:07:04.565+0000","2016-08-04T14:23:09.712+0000","2015-07-17T07:04:08.870+0000",-29.933,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Bourke Warraweema stn (29° 56' S, 146° 14' E) 10/06/1998 - 10/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.233,NA,NA,6,NA,"3d468854-0ebe-43ac-a6e3-22836cb2d060",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30857",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40371.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-12T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145958",NA,NA,"Macropodidae",9372,"Australia","1101220826","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e66a2506-c719-47aa-8309-c835663e7265",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220826,"Animalia",1,NA,"2016-08-19T08:07:04.567+0000","2016-08-04T14:23:18.467+0000","2015-07-17T07:04:08.937+0000",-31.233,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 1km N Girilambone (31° 14' S, 146° 53' E) 12/06/1998 - 12/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.883,NA,NA,6,NA,"e66a2506-c719-47aa-8309-c835663e7265",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30860",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM12580","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.009,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066621473","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e254ccef-aa11-4bc0-9c68-a7f355f0e8d7",NA,NA,NA,"QM",NA,NA,NA,"AU",1066621473,"Animalia",1,NA,"2015-10-19T05:51:14.754+0000","2016-08-04T10:56:57.324+0000","2015-04-30T09:48:35.291+0000",-27.5818697758415,NA,NA,NA,NA,NA,"-",NA,NA,NA,152.917464161781,NA,NA,6,NA,"e254ccef-aa11-4bc0-9c68-a7f355f0e8d7",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30862",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40372.002","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-12T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145959",NA,NA,"Macropodidae",9372,"Australia","1101220837","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"958df688-0a7b-43b4-98ad-e1617629ed78",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220837,"Animalia",1,NA,"2016-08-19T08:07:04.565+0000","2016-08-04T14:23:20.678+0000","2015-07-17T07:04:08.962+0000",-31.533,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 15km E Nyngan (31° 32' S, 147° 14' E) 12/06/1998 - 12/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",147.233,NA,NA,6,NA,"958df688-0a7b-43b4-98ad-e1617629ed78",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30868",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40708.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-10T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145986",NA,NA,"Macropodidae",9372,"Australia","1101221635","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1d0d9520-5fe1-44c9-aab1-5be48ff33a7f",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221635,"Animalia",1,NA,"2016-08-19T08:07:04.715+0000","2016-08-04T14:23:19.346+0000","2015-07-17T07:04:14.701+0000",-31.433,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 20km NW Nyngan (31° 26' S, 147° 04' E) 10/06/1998 - 10/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",147.066,NA,NA,6,NA,"1d0d9520-5fe1-44c9-aab1-5be48ff33a7f",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30870",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40710.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-13T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145987",NA,NA,"Macropodidae",9372,"Australia","1101221642","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6f6c2cfa-5c41-4b52-acea-4f5972e66a39",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221642,"Animalia",1,NA,"2016-08-19T08:07:04.716+0000","2016-08-04T14:24:10.204+0000","2015-07-17T07:04:14.719+0000",-35.55,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Tongaboo 10km N Finley (35° 33' S, 145° 34' E) 13/06/1998 - 13/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",145.566,NA,NA,6,NA,"6f6c2cfa-5c41-4b52-acea-4f5972e66a39",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"30875",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40364.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-06-10T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145955",NA,NA,"Macropodidae",9372,"Australia","1101220760","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59aa9789-f084-4f21-b9ae-fb3ea3b31414",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220760,"Animalia",1,NA,"2016-08-19T08:07:04.561+0000","2016-08-04T14:23:13.742+0000","2015-07-17T07:04:08.800+0000",-30.333,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 40km SE Bourke (30° 20' S, 146° 13' E) 10/06/1998 - 10/06/1998, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.216,NA,NA,6,NA,"59aa9789-f084-4f21-b9ae-fb3ea3b31414",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1998,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"31048","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"159128","Mammalia",359,"CREEK ROAD ON VALETTA STATION, Queensland, Australia, OCEANIA","KUM",NA,"OCEANIA",NA,NA,"Australia",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-01-29T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","686486244","Macropus","Macropus",2440171,"WGS84",NA,"N Slade","2009-02-27",NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96eb79e3-1ed8-11e3-bfac-90b11c41863e",NA,NA,NA,"KU","http://grbio.org/cool/iakn-125z",NA,NA,"AU",686486244,"Animalia",1,"en","2016-03-28T15:43:48.759+0000","2016-08-03T12:32:54.013+0000","2015-06-05T22:02:33.784+0000",-24.2264665501315,NA,NA,NA,NA,NA,"CREEK ROAD ON VALETTA STATION",NA,NA,NA,143.228854231325,NA,NA,1,NA,"96eb79e3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","EMMOTT A J",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,"PhysicalObject","decimal degrees",NA,NA,NA,NA,NA,1997,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
