"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2742",2887,"http://vertnet.org/resources/norms.html","Michigan","Alpena",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.35209","Mammalia",359,"T30N, R8E, Section 8, Michigan, Alpena, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,1164,"United States",NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"NATIVE","1989-02-26T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",919424588,"Felis","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis","North and Central America | United States | Michigan | Alpena County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.35209",NA,NA,"rufus","MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919424588,"Animalia",1,"en","2015-07-31T14:03:55.288+0000","2016-08-03T12:48:07.689+0000","2015-04-09T04:32:28.141+0000",45.0110325299481,NA,NA,NA,NA,NA,NA,NA,NA,"T30N, R8E, Section 8",NA,NA,NA,-83.4941673856188,NA,"2015-04-09T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:MSU:MR:MR.35209",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Tom Cooley","DNR seal 8800745","http://portal.vertnet.org/o/msu/mr?id=mr-35209",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Felis rufus subsp. rufus",NA,NA,NA,"Lynx rufus",2435246,"rufus",57,NA,6164666,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Michigan | Alpena County | T30N, R8E, Section 8",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2777",2922,"http://vertnet.org/resources/norms.html","Michigan","Menominee",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.34598","Mammalia",359,"T36N, R28W, Section 33, Michigan, Menominee, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,1164,"United States",NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"NATIVE","1989-02-20T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",919432051,"Felis","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis","North and Central America | United States | Michigan | Menominee County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.34598",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919432051,"Animalia",1,"en","2015-07-31T14:03:57.077+0000","2016-08-03T12:48:09.762+0000","2015-04-09T04:32:34.776+0000",45.4712256451372,NA,NA,NA,NA,NA,NA,NA,NA,"T36N, R28W, Section 33",NA,NA,NA,-87.7688999323894,NA,"2015-04-09T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:MSU:MR:MR.34598",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Tom Cooley","DNR 8800250","http://portal.vertnet.org/o/msu/mr?id=mr-34598",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Felis rufus Schreber, 1777",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",51,NA,2435254,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Michigan | Menominee County | T36N, R28W, Section 33",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2818",2963,"http://vertnet.org/resources/norms.html","New York","Essex",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"zm-13517","Mammalia",359,"Newcomb Twp.  [not recorded]., New York, Essex, United States, NORTH_AMERICA","ZM",NA,"NORTH_AMERICA",NA,5450,"United States",NA,NA,"835ff8be-ea5c-45e4-b3f3-126852ac56fe",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"NATIVE","1989-06-30T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",866374320,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx","| USA | New York | Essex |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:NYSM:ZM:zm-13517",5,NA,NA,"NYSM","urn:lsid:biocol.org:col:35009",NA,NA,"US",866374320,"Animalia",1,"en","2016-05-25T17:37:28.033+0000","2016-08-04T04:51:57.228+0000","2016-05-25T17:37:28.167+0000",43.97133,NA,NA,NA,NA,NA,NA,"ADULT",NA,"Newcomb Twp.  [not recorded].",NA,NA,NA,-74.18671,NA,"2015-02-16T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:NYSM:ZM:zm-13517",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton | tissue",NA,"DWC_ARCHIVE","US","baa8ccb1-8d9d-4940-93a6-2241c8a04ba5",NA,NA,"http://portal.vertnet.org/o/nysm/zm?id=zm-13517",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",181,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1989-06-30","USA | New York | Essex | Newcomb Twp.  [not recorded].",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2821",2966,"http://vertnet.org/resources/norms.html","Texas","Floyd",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"56672","Mammalia",359,"13 MI N, 1 MI W CROSBYTON, SMITH FARM, Texas, Floyd, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"NATIVE","1989-07-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"TK934902",NA,NA,"United States",911687699,"Lynx","Lynx",2435239,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"LYNX","| UNITED STATES | TEXAS | FLOYD CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:56672",NA,NA,"texensis","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911687699,"Animalia",1,"en","2015-02-26T18:20:33.122+0000","2016-08-04T07:53:06.436+0000","2015-02-20T22:04:28.283+0000",33.848,NA,NA,NA,NA,NA,NA,NA,NA,"13 MI N, 1 MI W CROSBYTON, SMITH FARM",NA,NA,NA,-101.262,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:TTU:Mammals:56672",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","SMITH, H; MILNER, J S","119","http://portal.vertnet.org/o/ttu/mammals?id=56672",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Lynx rufus subsp. texensis J. A. Allen, 1895",NA,NA,NA,"Lynx rufus",2435246,"rufus",182,NA,6164670,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"7/1/1989","UNITED STATES | TEXAS | FLOYD CO | 13 MI N, 1 MI W CROSBYTON, SMITH FARM",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2849",2994,"http://vertnet.org/resources/norms.html","New Mexico","Chaves",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"60840","Mammalia",359,"20 MI W ROSWELL, New Mexico, Chaves, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,"NATIVE","1989-12-04T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"TK25935",NA,NA,"United States",911691723,"Lynx","Lynx",2435239,"WGS84",NA,"Maria Rubio (MSB)","9/12/2002","not recorded",NA,"Maptech Terrain Navigator","requires verification",NA,"LYNX","| United States | New Mexico | Chaves Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:60840",NA,NA,"baileyi","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911691723,"Animalia",1,"en","2015-02-26T18:20:34.335+0000","2016-08-04T07:53:05.313+0000","2015-02-26T18:20:34.348+0000",33.39799,NA,NA,NA,NA,NA,NA,NA,NA,"20 MI W ROSWELL",NA,NA,NA,-104.87103,NA,"2015-02-26T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:TTU:Mammals:60840",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO | skin | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","HENDRICKS, S","8","http://portal.vertnet.org/o/ttu/mammals?id=60840",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Lynx rufus subsp. baileyi Merriam, 1890",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",338,NA,6164667,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12/4/1989","UNITED STATES | NEW MEXICO | CHAVES CO | 20 MI W ROSWELL",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2854",2999,"http://vertnet.org/resources/norms.html","Texas","Palo Pinto",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"62093","Mammalia",359,"6 MI E LAKE PARK, Texas, Palo Pinto, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,8906,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,"NATIVE","1989-12-21T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"TK944154",NA,NA,"United States",911693128,"Lynx","Lynx",2435239,"WGS84",NA,"Kristina Yamamoto (MVZ)","12/12/2003","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"LYNX","| UNITED STATES | TEXAS | PALO PINTO CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:62093",NA,NA,"texensis","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911693128,"Animalia",1,"en","2015-02-26T18:20:34.786+0000","2016-08-04T07:53:04.789+0000","2015-02-20T22:04:33.435+0000",32.3741,NA,NA,NA,NA,NA,NA,NA,NA,"6 MI E LAKE PARK",NA,NA,NA,-95.24939,NA,"2015-02-20T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:TTU:Mammals:62093",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","STANGL, F B; STANGL, F S","2788","http://portal.vertnet.org/o/ttu/mammals?id=62093",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Lynx rufus subsp. texensis J. A. Allen, 1895",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",355,NA,6164670,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12/21/1989","UNITED STATES | TEXAS | PALO PINTO CO | 6 MI E LAKE PARK",NA,NA,NA,1989,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2904",3049,NA,"Florida","Saint Lucie",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"5735","Mammalia",359,"Ft Pierce, Florida, Saint Lucie, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988-04-18T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1061280677,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061280677,"Animalia",1,NA,"2016-06-28T07:24:27.476+0000","2016-08-04T15:40:25.961+0000","2015-03-03T13:48:12.021+0000",27.44496,NA,NA,NA,NA,NA,NA,NA,NA,"Ft Pierce",NA,NA,NA,-80.33415,NA,NA,4,NA,NA,"cfebc7ef-d223-4ed5-9623-a8f06d2c7fd4",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,NA,NA,NA,NA,NA,"18 April 1988","Ft. Pierce",NA,"Bobcat",NA,1988,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2920",3065,"http://www.vertnet.org/resources/norms.html","Utah","Uintah County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"112994","Mammalia",359,"in hills NW of Josie Bassett Morris Cabin, Utah, Uintah County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3000,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2009-08-18T00:00:00.000+0000",2,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,215,NA,"1988-08-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145140182,"Lynx","Lynx",2435239,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Utah, Uintah County, Dinosaur National Monument",NA,NA,NA,NA,"A",NA,NA,"taxonomic revision","Cindy A. Ramotnik","http://arctos.database.museum/guid/MSB:Mamm:112994?seid=1202864",1,NA,"pallescens","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145140182,"Animalia",1,"en","2016-07-28T04:55:23.723+0000","2016-08-04T12:18:48.910+0000","2016-06-24T04:32:43.910+0000",40.43603,NA,NA,NA,NA,NA,NA,NA,NA,"in hills NW of Josie Bassett Morris Cabin","unknown",NA,NA,-109.18359,NA,NA,8,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:112994?seid=1202864","pickup; cranium and ramus",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:112994","USGS: U.S. Geological Survey=BS/FC 12994",NA,NA,"Chordata",44,"skull","<i>Lynx rufus pallescens</i> (accepted ID) identified by Cindy A. Ramotnik on 2009-08-18; method: taxonomic revision<br><i>Felis rufus pallescens</i> identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Robert D. Fisher",NA,"http://arctos.database.museum/guid/MSB:Mamm:112994",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus subsp. pallescens Merriam, 1899",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164671,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"02-Aug-1988","Dinosaur National Monument, in hills NW of Basset Cabin",NA,NA,NA,1988,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2926",3071,"http://vertnet.org/resources/norms.html","Michigan","Menominee",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.35098","Mammalia",359,"T35N, R26W, Section 36, Michigan, Menominee, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,1164,"United States",NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"NATIVE","1988-10-26T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",919435706,"Felis","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis","North and Central America | United States | Michigan | Menominee County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.35098",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919435706,"Animalia",1,"en","2015-07-31T14:03:57.857+0000","2016-08-03T12:48:08.404+0000","2015-04-09T04:32:37.786+0000",45.3819265448646,NA,NA,NA,NA,NA,NA,NA,NA,"T35N, R26W, Section 36",NA,NA,NA,-87.4613901592955,NA,"2015-04-09T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:MSU:MR:MR.35098",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Tom Cooley","DNR seal 8800241","http://portal.vertnet.org/o/msu/mr?id=mr-35098",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Felis rufus Schreber, 1777",NA,NA,NA,"Lynx rufus",2435246,"rufus",300,NA,2435254,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Michigan | Menominee County | T35N, R26W, Section 36",NA,NA,NA,1988,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2929",3074,"http://vertnet.org/resources/norms.html","New York","Albany",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"zm-3722","Mammalia",359,"Rensselaerville Twp.  Gifford Hollow Rd.., New York, Albany, United States, NORTH_AMERICA","ZM",NA,"NORTH_AMERICA",NA,2065,"United States",NA,NA,"835ff8be-ea5c-45e4-b3f3-126852ac56fe",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,"NATIVE","1988-11-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",866367160,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","J. Jerolimo,2004: elevation estimated from map.",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx","| USA | New York | Albany |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:NYSM:ZM:zm-3722",1,NA,NA,"NYSM","urn:lsid:biocol.org:col:35009",NA,NA,"US",866367160,"Animalia",1,"en","2016-05-25T17:37:23.398+0000","2016-08-04T04:51:55.782+0000","2016-05-25T17:37:23.455+0000",42.56108,NA,NA,NA,NA,NA,NA,"ADULT",NA,"Rensselaerville Twp.  Gifford Hollow Rd..",NA,NA,NA,-74.12754,NA,"2015-02-16T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:NYSM:ZM:zm-3722",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","baa8ccb1-8d9d-4940-93a6-2241c8a04ba5","Wyman, R.L.",NA,"http://portal.vertnet.org/o/nysm/zm?id=zm-3722",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",306,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1988-11","USA | New York | Albany | Rensselaerville Twp.  Gifford Hollow Rd..",NA,NA,NA,1988,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"2934",3079,"http://vertnet.org/resources/norms.html","Texas","Garza",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"53825","Mammalia",359,"14 MI S, 1 MI E POST, Texas, Garza, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,"NATIVE","1988-11-05T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"TK32275",NA,NA,"United States",911684832,"Lynx","Lynx",2435239,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"LYNX","| UNITED STATES | TEXAS | GARZA CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:53825",NA,NA,"texensis","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911684832,"Animalia",1,"en","2015-02-26T18:20:32.128+0000","2016-08-04T07:53:04.755+0000","2015-02-26T18:20:32.134+0000",32.987,NA,NA,NA,NA,NA,NA,NA,NA,"14 MI S, 1 MI E POST",NA,NA,NA,-101.358,NA,"2015-02-26T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:TTU:Mammals:53825",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB | skeleton | skin | skull | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","BRADLEY, R D","457","http://portal.vertnet.org/o/ttu/mammals?id=53825",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Lynx rufus subsp. texensis J. A. Allen, 1895",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",310,NA,6164670,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"11/5/1988","UNITED STATES | TEXAS | GARZA CO | 14 MI S, 1 MI E POST",NA,NA,NA,1988,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
