"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"33028",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J18089","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-11-29T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066614126","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4396c831-9d09-455c-b289-74dab7d58e70",NA,NA,"QM",NA,NA,NA,"AU",1066614126,"Animalia",1,NA,"2015-10-19T05:51:13.562+0000","2016-08-04T10:56:25.290+0000","2015-04-30T09:48:29.866+0000",-20.73333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,139.35,NA,NA,11,NA,"4396c831-9d09-455c-b289-74dab7d58e70",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1969,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33029",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J18096","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-11-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066614166","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dc4e2298-6bfc-4266-9ba7-91fdcb3e9374",NA,NA,"QM",NA,NA,NA,"AU",1066614166,"Animalia",1,NA,"2015-10-19T05:51:13.557+0000","2016-08-04T10:56:47.797+0000","2015-04-30T09:48:29.899+0000",-26.93333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,142.65,NA,NA,11,NA,"dc4e2298-6bfc-4266-9ba7-91fdcb3e9374",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1969,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33031",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J18087","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-11-29T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066614138","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bd03d31d-b93d-48e7-8d04-36b5e64f08a2",NA,NA,"QM",NA,NA,NA,"AU",1066614138,"Animalia",1,NA,"2015-10-19T05:51:13.554+0000","2016-08-04T10:56:25.256+0000","2015-04-30T09:48:29.885+0000",-20.73333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,140.55,NA,NA,11,NA,"bd03d31d-b93d-48e7-8d04-36b5e64f08a2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1969,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33034",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J18097","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-11-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066614130","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"837342a4-27b8-41b0-a256-de8fc8c397c2",NA,NA,"QM",NA,NA,NA,"AU",1066614130,"Animalia",1,NA,"2015-10-19T05:51:13.560+0000","2016-08-04T10:56:45.066+0000","2015-04-30T09:48:29.866+0000",-26.4,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,147.05,NA,NA,11,NA,"837342a4-27b8-41b0-a256-de8fc8c397c2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1969,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33089",NA,"Western Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 9187","Mammalia",359,"Eudamullah, Western Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-11-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479809735","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479809735,"Animalia",1,NA,"2013-09-07T07:20:10.000+0000","2016-08-03T15:24:05.230+0000",NA,-24.45,NA,NA,NA,NA,NA,NA,"Eudamullah",NA,NA,NA,115.6,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33119",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J14273","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-02-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066612493","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"789a2cb6-7731-4e9a-b5bc-6124a525e1ba",NA,NA,"QM",NA,NA,NA,"AU",1066612493,"Animalia",1,NA,"2015-10-19T05:51:12.668+0000","2016-08-04T10:56:49.541+0000","2015-04-30T09:48:28.701+0000",-27.26667,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,147.7,NA,NA,2,NA,"789a2cb6-7731-4e9a-b5bc-6124a525e1ba",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33120",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J14271","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-02-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066612505","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e9692767-18b7-4cd8-a768-fe6fb0888713",NA,NA,"QM",NA,NA,NA,"AU",1066612505,"Animalia",1,NA,"2015-10-19T05:51:12.666+0000","2016-08-04T10:56:52.044+0000","2015-04-30T09:48:28.708+0000",-27.41667,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,147.28333,NA,NA,2,NA,"e9692767-18b7-4cd8-a768-fe6fb0888713",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33121",NA,"Western Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M11011","Mammalia",359,"150 MILES N OF RAWLINWestern Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-03-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041196","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d0eb41-0ebb-4e92-b6b7-3b6614c01f30",NA,NA,"ANWC",NA,NA,NA,"AU",332041196,"Animalia",1,NA,"2016-08-19T07:26:20.515+0000","2016-08-03T11:46:26.179+0000","2015-04-30T07:14:33.089+0000",-29.1167,NA,NA,NA,NA,NA,NA,"150 MILES N OF RAWLINNA",NA,NA,NA,125.7333,NA,NA,3,NA,"36d0eb41-0ebb-4e92-b6b7-3b6614c01f30",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33124",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 18588","Mammalia",359,"0.4 km north of Neds Corner homestead, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-04-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479642343","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479642343,"Animalia",1,NA,"2013-09-07T07:19:58.000+0000","2016-08-03T15:24:07.228+0000",NA,-34.2,NA,NA,NA,NA,NA,NA,"0.4 km north of Neds Corner homestead",NA,NA,NA,141.5,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33149",NA,"Queensland","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M14834","Mammalia",359,"BILBAH DOWNS, EMMET, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041245","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ea01a26d-891a-43e3-b787-e40ef7f62974",NA,NA,"ANWC",NA,NA,NA,"AU",332041245,"Animalia",1,NA,"2016-08-19T07:26:21.581+0000","2016-08-03T11:46:23.238+0000","2015-04-30T07:14:35.004+0000",-24.6667,NA,NA,NA,NA,NA,NA,"BILBAH DOWNS, EMMET",NA,NA,NA,144.5,NA,NA,11,NA,"ea01a26d-891a-43e3-b787-e40ef7f62974",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33150",NA,"Queensland","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03046","Mammalia",359,"BOOMARRA HOMESTEAD, 70 MILES N OF QUAMBY, NORMANTON ROAD, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041181","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e01b2fca-781b-4ba3-9d52-6796e953a278",NA,NA,"ANWC",NA,NA,NA,"AU",332041181,"Animalia",1,NA,"2016-08-19T07:26:18.624+0000","2016-08-03T11:46:21.150+0000","2015-04-30T07:14:28.590+0000",-19.4,NA,NA,NA,NA,NA,NA,"BOOMARRA HOMESTEAD, 70 MILES N OF QUAMBY, NORMANTON ROAD",NA,NA,NA,140.4833,NA,NA,11,NA,"e01b2fca-781b-4ba3-9d52-6796e953a278",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1967,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33154",NA,"Western Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03183","Mammalia",359,"MT MURCHISON STATION, WILCANNIA, Western Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-05-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041191","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c21a6e24-11c8-44ae-b08d-081b3ddd2101",NA,NA,"ANWC",NA,NA,NA,"AU",332041191,"Animalia",1,NA,"2016-08-19T07:26:18.610+0000","2016-08-03T11:46:28.149+0000","2015-04-30T07:14:28.700+0000",-31.45,NA,NA,NA,NA,NA,NA,"MT MURCHISON STATION, WILCANNIA",NA,NA,"4 MILE PADDOCK",143.65,NA,NA,5,NA,"c21a6e24-11c8-44ae-b08d-081b3ddd2101",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1966,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33156",NA,"South Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03073","Mammalia",359,"KOOTABERRA STATION, HESSO, 80 KM NW OF PORT AUGUSTA, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-06-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041183","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8ea6fb0d-9941-4d50-a060-8606d1139cd8",NA,NA,"ANWC",NA,NA,NA,"AU",332041183,"Animalia",1,NA,"2016-08-19T07:26:18.732+0000","2016-08-03T11:46:28.187+0000","2015-04-30T07:14:28.697+0000",-31.9833,NA,NA,NA,NA,NA,NA,"KOOTABERRA STATION, HESSO, 80 KM NW OF PORT AUGUSTA",NA,NA,NA,137.45,NA,NA,6,NA,"8ea6fb0d-9941-4d50-a060-8606d1139cd8",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1966,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33161",NA,"Western Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03094","Mammalia",359,"EDJUDI180 KM NE OF KALGOORLIE, Western Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-07-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041185","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e7ee79ba-8085-44ae-a160-70b93c9d86cf",NA,NA,"ANWC",NA,NA,NA,"AU",332041185,"Animalia",1,NA,"2016-08-19T07:26:18.625+0000","2016-08-03T11:46:26.796+0000","2015-04-30T07:14:28.693+0000",-29.8333,NA,NA,NA,NA,NA,NA,"EDJUDINA, 180 KM NE OF KALGOORLIE",NA,NA,NA,122.3333,NA,NA,7,NA,"e7ee79ba-8085-44ae-a160-70b93c9d86cf",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1966,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33197",NA,"South Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M11115","Mammalia",359,"NONNING STATION, NW OF IRON KNOB, GAWLER RANGE, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-10-29T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041198","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69ecfd82-a854-4758-ac99-73d7b501b5b1",NA,NA,"ANWC",NA,NA,NA,"AU",332041198,"Animalia",1,NA,"2016-08-19T07:26:20.543+0000","2016-08-03T11:46:28.475+0000","2015-04-30T07:14:33.144+0000",-32.5167,NA,NA,NA,NA,NA,NA,"NONNING STATION, NW OF IRON KNOB, GAWLER RANGE",NA,NA,NA,136.4833,NA,NA,10,NA,"69ecfd82-a854-4758-ac99-73d7b501b5b1",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1965,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
