"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"20088",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"C 9615","Mammalia",359,"Fowlers Gap,Conservation Paddock,Floods Creek, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-06-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479813792","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479813792,"Animalia",1,NA,"2013-09-07T07:20:11.000+0000","2016-08-03T15:24:05.216+0000",NA,-31.08,NA,NA,NA,NA,NA,NA,"Fowlers Gap,Conservation Paddock,Floods Creek",NA,NA,NA,141.7,NA,NA,6,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20095",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"C9570","Mammalia",359,"Mt Edgar Station, Western Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-06-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272800511","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee1a26f6-5198-4f5a-bee8-ab19d7ee9155",1,NA,NA,"NMV",NA,NA,NA,"AU",1272800511,"Animalia",1,NA,"2016-08-19T07:34:18.327+0000","2016-08-03T15:24:52.480+0000","2016-06-21T15:10:17.505+0000",-21.3,NA,NA,NA,NA,NA,NA,"Mt Edgar Station",NA,NA,NA,120.07,NA,NA,6,NA,"ee1a26f6-5198-4f5a-bee8-ab19d7ee9155",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","E H. Ealey",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1968,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20127",NA,"New South Wales","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03424","Mammalia",359,"EX GOULBURN, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-09-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040054","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464cff33-8f2d-43d8-a29c-924a5a286fda",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040054,"Animalia",1,NA,"2016-08-19T07:26:18.790+0000","2016-08-03T11:46:31.308+0000","2015-04-30T07:14:28.798+0000",-34.75,NA,NA,NA,NA,NA,NA,"EX GOULBURN",NA,NA,NA,149.7167,NA,NA,9,NA,"464cff33-8f2d-43d8-a29c-924a5a286fda",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1968,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20165",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.9300","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-05-13T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4007286",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101235534","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8d2564c4-3117-42d5-9c41-0f33ba450cea",NA,NA,NA,"AM",NA,NA,NA,"AU",1101235534,"Animalia",1,NA,"2016-08-19T08:07:07.392+0000","2016-08-04T14:23:15.871+0000","2015-07-17T07:05:28.271+0000",-30.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Jeogla Station, E of Armidale (30° 35' S, 152° 06' E) 13/05/1967 - 13/05/1967, Field Collected - Terrestrial"";",152.1,NA,NA,5,NA,"8d2564c4-3117-42d5-9c41-0f33ba450cea",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","RICHARDSON, B",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20170",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.9319","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-08-14T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4007317",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101235626","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"291845ba-758a-477f-bfba-8ed2a62b51ac",NA,NA,NA,"AM",NA,NA,NA,"AU",1101235626,"Animalia",1,NA,"2016-08-19T08:07:07.414+0000","2016-08-04T14:22:47.786+0000","2015-07-17T07:05:29.546+0000",-22.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, CLERMONT (22° 49' S, 147° 39' E) 14/08/1967 - 14/08/1967, Field Collected - Terrestrial"";",147.65,NA,NA,8,NA,"291845ba-758a-477f-bfba-8ed2a62b51ac",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","RICHARDSON, B",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20175",NA,"Northern Territory","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M11615","Mammalia",359,"BORDER WATERHOLE, N OF GALLIPOLI STATION, NICHOLSON RIVER, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-08-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041119","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8dc478f6-dd42-49e4-9c7f-51f6481daa58",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041119,"Animalia",1,NA,"2016-08-19T07:26:20.634+0000","2016-08-03T11:46:20.604+0000","2015-04-30T07:14:33.295+0000",-18.6,NA,NA,NA,NA,NA,NA,"BORDER WATERHOLE, N OF GALLIPOLI STATION, NICHOLSON RIVER",NA,NA,"N SIDE OF WATERHOLE",137.9833,NA,NA,8,NA,"8dc478f6-dd42-49e4-9c7f-51f6481daa58",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20188",NA,"Northern Territory","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M11636","Mammalia",359,"JUSTEN (COLLINS) CREEK, GREAT CHINA WALL, NICHOLSON RIVER, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-09-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041120","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7902d726-cb91-49a8-a98f-11e03078a9cb",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041120,"Animalia",1,NA,"2016-08-19T07:26:20.549+0000","2016-08-03T11:46:20.426+0000","2015-04-30T07:14:33.323+0000",-17.85,NA,NA,NA,NA,NA,NA,"JUSTEN (COLLINS) CREEK, GREAT CHINA WALL, NICHOLSON RIVER",NA,NA,NA,137.1833,NA,NA,9,NA,"7902d726-cb91-49a8-a98f-11e03078a9cb",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20195",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03045","Mammalia",359,"N OF QUAMBY, NORMANTON ROAD, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040038","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23e36fa3-4f62-412b-9040-e717288df97d",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040038,"Animalia",1,NA,"2016-08-19T07:26:18.621+0000","2016-08-03T11:46:20.944+0000","2015-04-30T07:14:28.616+0000",-19.3667,NA,NA,NA,NA,NA,NA,"N OF QUAMBY, NORMANTON ROAD",NA,NA,"20 KM NNW OF BOOMARRA HOMESTEAD",140.3167,NA,NA,11,NA,"23e36fa3-4f62-412b-9040-e717288df97d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20201",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03048","Mammalia",359,"GREGORY RANGE, E OF CROYDON, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040039","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e7babb5-25c0-47fa-b893-7906f7f64d7d",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040039,"Animalia",1,NA,"2016-08-19T07:26:18.631+0000","2016-08-03T11:46:21.221+0000","2015-04-30T07:14:28.646+0000",-18.9,NA,NA,NA,NA,NA,NA,"GREGORY RANGE, E OF CROYDON",NA,NA,NA,142.9333,NA,NA,11,NA,"3e7babb5-25c0-47fa-b893-7906f7f64d7d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20204",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M08418","Mammalia",359,"Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","691285560","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",691285560,"Animalia",1,NA,"2013-09-07T07:16:38.000+0000","2016-08-04T15:41:42.547+0000",NA,-32.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.083,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Lawson P.F.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20206",NA,"South Australia","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03076","Mammalia",359,"KOOTABERRA STATION, HESSO, 80 KM NW OF PORT AUGUSTA, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-06-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040041","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4241bbd9-173a-43aa-96ad-a22e329e325a",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040041,"Animalia",1,NA,"2016-08-19T07:26:18.743+0000","2016-08-03T11:46:28.442+0000","2015-04-30T07:14:28.695+0000",-31.9833,NA,NA,NA,NA,NA,NA,"KOOTABERRA STATION, HESSO, 80 KM NW OF PORT AUGUSTA",NA,NA,NA,137.45,NA,NA,6,NA,"4241bbd9-173a-43aa-96ad-a22e329e325a",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1966,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20212",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J14053","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-09-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066612469","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8ce7aee-84f0-4719-be42-eb2c0ec79b2f",NA,NA,NA,"QM",NA,NA,NA,"AU",1066612469,"Animalia",1,NA,"2015-10-19T05:51:12.657+0000","2016-08-04T10:56:30.447+0000","2015-04-30T09:48:28.683+0000",-22.78333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,148.16667,NA,NA,9,NA,"c8ce7aee-84f0-4719-be42-eb2c0ec79b2f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1966,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20215",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M08425","Mammalia",359,"Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","691285583","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",691285583,"Animalia",1,NA,"2013-09-07T07:16:38.000+0000","2016-08-04T15:41:42.546+0000",NA,-29.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.166,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Tindale N.B.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20218","http://www.vertnet.org/resources/norms.html","Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M-197077","Mammalia",359,"Kalumburu, Western Australia, Australia, OCEANIA","Mammals",NA,"OCEANIA",NA,NA,"Australia",NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,0,"1","NATIVE","1965-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","859482590","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus","Australia;Australia;Western Australia;;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-197077",1,NA,"woodwardi","AMNH","urn:lsid:biocol.org:col:34925",NA,NA,"AU",859482590,"Animalia",1,"en","2016-06-20T19:02:11.333+0000","2016-08-04T10:29:28.889+0000","2016-06-20T19:02:11.437+0000",-14.18333,NA,NA,NA,NA,NA,NA,"Kalumburu",NA,NA,NA,126.38333,NA,"2013-08-07T00:00:00.000+0000",1,"ICZN","urn:catalog:AMNH:Mammals:M-197077",NA,"present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,"Not Mounted",NA,"DWC_ARCHIVE","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","W. H. Butler","B 1979",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus robustus subsp. woodwardi Thomas, 1901",NA,"Macropus robustus",5219970,"robustus","1",NA,5219971,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"80 ft","1965-01-01","Australia; Australia; Western Australia; ; ; ; ; ; ; ; Australia; Australia; Western Australia; ; ; ; ; ; ; ; Kalumburu",NA,NA,NA,1965,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
