"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"568",568,"http://vertnet.org/resources/norms.html","New York","Albany",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"zm-15866","Mammalia",359,"Albany Pine Bush., New York, Albany, United States, NORTH_AMERICA","ZM",NA,"NORTH_AMERICA",NA,5060,"United States",NA,"835ff8be-ea5c-45e4-b3f3-126852ac56fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","2009-01-01T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",866377161,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae | Urocyon","| USA | New York | Albany |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:NYSM:ZM:zm-15866",1,NA,NA,"NYSM","urn:lsid:biocol.org:col:35009",NA,NA,"US",866377161,"Animalia",1,"en","2016-05-25T17:37:29.363+0000","2016-08-04T04:51:56.728+0000","2016-05-25T17:37:29.483+0000",42.7325,NA,NA,NA,NA,NA,NA,NA,"Albany Pine Bush.",NA,NA,NA,-73.8707,NA,"2015-02-16T00:00:00.000+0000",NA,NA,"ICZN","urn:catalog:NYSM:ZM:zm-15866",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton | tissue",NA,"DWC_ARCHIVE","US","baa8ccb1-8d9d-4940-93a6-2241c8a04ba5",NA,NA,"http://portal.vertnet.org/o/nysm/zm?id=zm-15866",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"2009","USA | New York | Albany | Albany Pine Bush.",NA,NA,NA,2009,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"570",570,NA,"Texas","Mason",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14994","Mammalia",359,"2 mi San Saba County line, Hwy 71, Texas, Mason, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.31,NA,NA,NA,"2008-01-02T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061289933,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289933,"Animalia",1,NA,"2016-06-28T07:24:31.185+0000","2016-08-04T15:40:26.448+0000","2015-03-03T13:48:30.244+0000",30.92058,NA,NA,NA,NA,NA,NA,NA,"2 mi San Saba County line, Hwy 71",NA,NA,NA,-99.04217,NA,NA,1,NA,NA,"29db4999-018a-4ef2-aa5e-e5be924246d7",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Guerra, Gema I",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,"585 m","02 January 2008","2 mi from San Saba County line on Hwy 71, N31.43957° W100.46354° 585m elev.",NA,"Gray Fox",NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"572",572,"http://www.vertnet.org/resources/norms.html","California","Contra Costa County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"230298","Mammalia",359,"Carquinez Regional Shoreline, Martinez, California, Contra Costa County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2255,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,29,NA,NA,NA,"sex=female ; total length=380 mm; tail length=115 mm; hind foot with claw=72 mm; ear from notch=40 mm; weight=459 g; reproductive data=Vagina sealed. Width of uterus 2mm, narrow and unvascularized. Mammaries not showing.",NA,NA,NA,NA,NA,NA,NA,120,NA,"2008-04-29T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145810190,"Urocyon","Urocyon",2434558,"WGS84",NA,"Christopher J. Conroy","2014-02-18 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Contra Costa County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:230298?seid=2090982",1,NA,"townsendi","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145810190,"Animalia",1,"en","2016-08-09T09:39:04.891+0000","2016-08-09T09:41:59.364+0000","2016-08-09T09:39:05.315+0000",38.00916,NA,NA,NA,NA,NA,NA,NA,"Carquinez Regional Shoreline, Martinez","Christopher J. Conroy",NA,NA,-122.14988,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:230298?seid=2090982",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:230298","LWH: Lindsay Wildlife Hospital=08-1341; MVZ Prep Lab Catalog=2337",NA,NA,"Chordata",44,"skin; skull; tissue (frozen); skeleton","<i>Urocyon cinereoargenteus townsendi</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Lindsay Wildlife Hospital; Preparator(s): Shelby Medina",NA,"http://arctos.database.museum/guid/MVZ:Mamm:230298",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. townsendi Merriam, 1899",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164345,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"29 April 2008","Carquinez Regional Shoreline, Martinez, Contra Costa County, California",NA,NA,NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"573",573,"http://www.vertnet.org/resources/norms.html","California","Santa Clara County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"228307","Mammalia",359,"Alum Rock Falls Rd., Alum Rock Park, San Jose, California, Santa Clara County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,30,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,30,NA,NA,NA,"sex=male ; total length=797 mm; tail length=335 mm; hind foot with claw=111.5 mm; ear from notch=72 mm; weight=1892 g; reproductive data=Testes scrotal, right 8x4mm",NA,NA,NA,NA,NA,NA,NA,151,NA,"2008-05-30T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145807971,"Urocyon","Urocyon",2434558,"WGS84",NA,"Christopher J. Conroy","2013-01-22 00:00:00.0","MaNIS georeferencing guidelines",NA,"GPS","checked by curator",NA,"Animalia Chordata Mammalia Carnivora Canidae","North America, United States, California, Santa Clara County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:228307?seid=1909966",1,NA,"townsendi","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145807971,"Animalia",1,"en","2016-08-09T09:39:03.681+0000","2016-08-09T09:41:53.817+0000","2016-08-09T09:39:03.904+0000",37.39722,NA,NA,NA,NA,NA,NA,NA,"Alum Rock Falls Rd., Alum Rock Park, San Jose","Christopher J. Conroy",NA,"Max error assigned according to GPS error.",-121.79944,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:228307?seid=1909966",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:228307","MVZ Prep Lab Catalog=737",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton; ectoparasite(s)","<i>Urocyon cinereoargenteus townsendi</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Jeff T. Wilcox; Preparator(s): Maressa Q. Takahashi",NA,"http://arctos.database.museum/guid/MVZ:Mamm:228307",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. townsendi Merriam, 1899",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164345,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"30 May 2008","Alum Rock Falls Road, Santa Clara Couty, California",NA,NA,NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"575",575,NA,"Texas","Terrell",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13835","Mammalia",359,"Independence Creek, Texas, Terrell, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03,NA,NA,NA,"2008-08-19T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061288785,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061288785,"Animalia",1,NA,"2016-06-28T07:24:30.752+0000","2016-08-04T15:40:26.548+0000","2015-03-03T13:48:27.760+0000",30.54218,NA,NA,NA,NA,NA,NA,NA,"Independence Creek",NA,NA,NA,-101.92157,NA,NA,8,NA,NA,"7651b90f-07b6-4d8b-99be-c5fe35d9a20c",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;heart, kidney;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,"69 m","19 August 2008","Starr: San Julian Rd off Hwy 83, N 26.44372°, W 98.95667°, 69m elev.",NA,"Gray Fox",NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"578",578,NA,"Texas","Tom Green",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14997","Mammalia",359,"2 mi W jct US 67 and FM 2288, US 67, Texas, Tom Green, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-22T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061289971,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289971,"Animalia",1,NA,"2016-06-28T07:24:31.163+0000","2016-08-04T15:40:26.708+0000","2015-03-03T13:48:30.309+0000",31.41844,NA,NA,NA,NA,NA,NA,NA,"2 mi W jct US 67 and FM 2288, US 67",NA,NA,NA,-100.53099,NA,NA,10,NA,NA,"1bf36d55-cb2d-4036-85c0-d89cc836cdb7",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"kidney;liver;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Brashear, Wesley A",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,"22 October 2008","Hwy 67, 2 mi W Hwy 67 FM 2288 intersection",NA,"Gray Fox",NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"579",579,"http://www.vertnet.org/resources/norms.html","New Mexico","Chaves County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"196474","Mammalia",359,"US Highwat 285 at junction. county Rd 15, mile marker 123, about 18 miles N Roswell. DOR., New Mexico, Chaves County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2008-12-03T00:00:00.000+0000",3,NA,NA,NA,"sex=male ; total length=930 mm; tail length=365 mm; hind foot with claw=140 mm; ear from notch=73 mm; weight=2050 g; reproductive data=t=16mm",NA,NA,NA,NA,NA,1097.28,0,338,NA,"2008-12-03T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145227081,"Urocyon","Urocyon",2434558,"WGS84",NA,"Mariel L. Campbell","2008-12-03 00:00:00.0","not recorded",NA,"GPS","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, New Mexico, Chaves County",NA,NA,NA,NA,"A",NA,"field","Mariel L. Campbell","http://arctos.database.museum/guid/MSB:Mamm:196474?seid=1490015",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145227081,"Animalia",1,"en","2016-07-28T04:55:45.081+0000","2016-08-04T12:18:31.841+0000","2016-06-24T04:33:28.260+0000",33.5829,NA,NA,NA,NA,NA,NA,NA,"US Highwat 285 at junction. county Rd 15, mile marker 123, about 18 miles N Roswell. DOR.","Mariel L. Campbell",NA,NA,-104.529,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:196474?seid=1490015",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:196474","NK=180575",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney, spleen (frozen); heart, kidney (frozen); ectoparasite(s) (95% ethanol); liver (frozen)","<i>Urocyon cinereoargenteus</i> (accepted ID) identified by Mariel L. Campbell on 2008-12-03; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Mariel L. Campbell; Preparator(s): Mariel L. Campbell",NA,"http://arctos.database.museum/guid/MSB:Mamm:196474",NA,"http://arctosdb.org/home/data/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees dec. minutes",NA,"3 December 2008","US Highwat 285 at junction county Rd 15, mile marker 123, ~18 miles N. Roswell. DOR.",NA,NA,NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"581",581,NA,"Tennessee","Shelby",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"44128","Mammalia",359,"Canada Rd between I-40 and Hwy 64, Tennessee, Shelby, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,812,"United States",NA,"84aefc7e-f762-11e1-a439-00145eb45e9a",NA,NA,11,NA,NA,"In collection","{""totalLengthInmm"":""970"", ""tailLengthInmm"":""310"", ""hindfootLengthInmm"":""130"", ""earLengthInmm"":""70"", ""weightIn"":""X""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-11T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",894725167,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate [www.museum.tulane.edu/geolocate/]",NA,NA,"Verified by data custodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:OMNH:Mammals:44128",NA,NA,NA,"OMNH",NA,NA,NA,"US",894725167,"Animalia",1,"English","2016-08-09T08:14:43.204+0000","2016-08-09T08:22:29.218+0000","2016-08-09T08:14:43.257+0000",35.21416,NA,NA,NA,NA,NA,NA,NA,"Canada Rd between I-40 and Hwy 64",NA,NA,NA,-89.73377,NA,"2016-04-21T00:00:00.000+0000",12,NA,NA,"urn:catalog:OMNH:Mammals:44128",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin, skull",NA,"DWC_ARCHIVE","US","609765e0-4ce8-11db-b80e-b8a03c50a862","Summers, M. A.","MAS , 5",NA,NA,NA,"Sam Noble Oklahoma Museum of Natural History",NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray Fox",NA,2008,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"582",582,NA,"Texas","Taylor",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14996","Mammalia",359,"9 mi W Buffalo Gap, Texas, Taylor, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-01-11T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061289930,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289930,"Animalia",1,NA,"2016-06-28T07:24:31.178+0000","2016-08-04T15:40:27.725+0000","2015-03-03T13:48:30.224+0000",32.26205,NA,NA,NA,NA,NA,NA,NA,"9 mi W Buffalo Gap",NA,NA,NA,-99.96582,NA,NA,1,NA,NA,"ff440e2c-0a38-43b0-9deb-3d091958d491",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ebeling, Carla E",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,"11 January 2007","9 mi W Buffalo Gap, 14S 0412869 3566102",NA,"Gray Fox",NA,2007,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"594",594,"http://www.vertnet.org/resources/norms.html","New Mexico","Grant County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"156981","Mammalia",359,"Greenwood Canyon and Highway 180, approximately 8 kilometers southeast Cliff, New Mexico, Grant County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2007-12-19T00:00:00.000+0000",28,NA,NA,NA,"sex=female ; total length=965 mm; tail length=418 mm; hind foot with claw=128 mm; ear from notch=78 mm; weight=2.7 kg; reproductive data=no plsc",NA,NA,NA,NA,NA,NA,NA,332,NA,"2007-11-28T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145184521,"Urocyon","Urocyon",2434558,"WGS84",NA,"Stephen O. MacDonald","2007-12-19 00:00:00.0","not recorded",NA,"GPS","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, New Mexico, Grant County",NA,NA,NA,NA,"A",NA,"field","Stephen O. MacDonald","http://arctos.database.museum/guid/MSB:Mamm:156981?seid=1648909",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145184521,"Animalia",1,"en","2016-07-28T04:55:34.694+0000","2016-08-04T12:18:29.981+0000","2016-06-24T04:33:06.186+0000",32.8959999991391,NA,NA,NA,NA,NA,NA,NA,"Greenwood Canyon and Highway 180, approximately 8 kilometers southeast Cliff","Stephen O. MacDonald",NA,NA,-108.538,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:156981?seid=1648909","Fresh road kill",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:156981","NK=153895",NA,NA,"Chordata",44,"skull; postcranial skeleton; heart, kidney, liver, lung, spleen (frozen)","<i>Urocyon cinereoargenteus</i> (accepted ID) identified by Stephen O. MacDonald on 2007-12-19; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Gary Gasparich; Preparator(s): Stephen O. MacDonald",NA,"http://arctos.database.museum/guid/MSB:Mamm:156981",NA,"http://arctosdb.org/home/data/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"28-November-2007","Greenwood Canyon and HWY 180, approx. 8 Km SE Cliff",NA,NA,NA,2007,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
