"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"420",NA,"South Dakota",NA,"Genbank:","PRESERVED_SPECIMEN",NA,"243799.7285239","Mammalia",359,"Pine Ridge, South Dakota, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259",NA,"1923-09-16T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883872066","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, South Dakota",NA,"243799",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/389a2f53b-ac39-42bd-9a1f-fe5c03a1d005",1,NA,"USNM",NA,"US",883872066,"Animalia",1,NA,"2016-04-27T20:19:33.929+0000","2016-08-04T00:01:47.547+0000","2016-02-09T16:44:51.081+0000",NA,NA,NA,NA,NA,NA,NA,"Pine Ridge",NA,NA,NA,NA,9,NA,NA,"http://n2t.net/ark:/65665/389a2f53b-ac39-42bd-9a1f-fe5c03a1d005",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","D. Stearns","No Number",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","259",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"16 Sep 1923",NA,NA,1923,2016-08-10
"421",NA,"Oklahoma","Cimarron County","Genbank:","PRESERVED_SPECIMEN",NA,"243798.7579620","Mammalia",359,"Boise City, Oklahoma, Cimarron County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247",NA,"1923-09-04T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883871938","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Oklahoma, Cimarron County",NA,"243798",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3ffd34700-1b16-4741-a61d-889445186897",1,NA,"USNM",NA,"US",883871938,"Animalia",1,NA,"2016-04-27T20:43:54.503+0000","2016-08-04T00:01:47.437+0000","2016-02-09T18:21:12.456+0000",NA,NA,NA,NA,NA,NA,NA,"Boise City",NA,NA,NA,NA,9,NA,NA,"http://n2t.net/ark:/65665/3ffd34700-1b16-4741-a61d-889445186897",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Fluid",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","W. Baker","No Number",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","247",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"4 Sep 1923",NA,NA,1923,2016-08-10
"422",NA,"Montana","Powder River County","Genbank:","PRESERVED_SPECIMEN",NA,"243820.7285250","Mammalia",359,"Ashland, Montana, Powder River County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",NA,"1923-10-14T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883871803","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Montana, Powder River County",NA,"243820",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/35ae463c0-dcff-4f8f-9fed-a73c9120a45b",1,NA,"USNM",NA,"US",883871803,"Animalia",1,NA,"2016-04-27T20:15:31.187+0000","2016-08-04T00:01:47.465+0000","2016-02-09T16:09:12.089+0000",NA,NA,NA,NA,NA,NA,NA,"Ashland",NA,NA,NA,NA,10,NA,NA,"http://n2t.net/ark:/65665/35ae463c0-dcff-4f8f-9fed-a73c9120a45b",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","L. Bakken","1785",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"FEMALE","Mustela nigripes",5218985,"nigripes","287",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"14 Oct 1923",NA,NA,1923,2016-08-10
"423",NA,"Montana",NA,"Genbank:","PRESERVED_SPECIMEN",NA,"243909.7285279","Mammalia",359,"Crow Reservation, Near St. Xavier, Montana, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328",NA,"1923-11-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883871827","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Montana",NA,"243909",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/31e2864a9-7f1b-4e70-95ab-9c5715c33ce4",1,NA,"USNM",NA,"US",883871827,"Animalia",1,NA,"2016-04-27T20:10:28.263+0000","2016-08-04T00:01:47.436+0000","2016-02-09T15:09:56.188+0000",NA,NA,NA,NA,NA,NA,NA,"Crow Reservation, Near St. Xavier",NA,NA,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/31e2864a9-7f1b-4e70-95ab-9c5715c33ce4",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","O. Stephl","No Number",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"FEMALE","Mustela nigripes",5218985,"nigripes","328",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"24 Nov 1923",NA,NA,1923,2016-08-10
"424",NA,"Montana",NA,"Genbank:","PRESERVED_SPECIMEN",NA,"243910.7285280","Mammalia",359,"Crow Reservation, Near St. Xavier, Montana, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332",NA,"1923-11-28T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883871866","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Montana",NA,"243910",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/31e62ed78-7513-4a6f-8915-fabd3c764076",1,NA,"USNM",NA,"US",883871866,"Animalia",1,NA,"2016-04-27T20:10:29.400+0000","2016-08-04T00:01:47.594+0000","2016-02-09T15:09:59.980+0000",NA,NA,NA,NA,NA,NA,NA,"Crow Reservation, Near St. Xavier",NA,NA,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/31e62ed78-7513-4a6f-8915-fabd3c764076",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","O. Stephl","No Number",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","332",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"28 Nov 1923",NA,NA,1923,2016-08-10
"425",NA,"South Dakota","Harding County","Genbank:","PRESERVED_SPECIMEN",NA,"243990.7285317","Mammalia",359,"Govert, South Dakota, Harding County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305",NA,"1923-11-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883871892","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, South Dakota, Harding County",NA,"243990",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3e4d30e29-b470-46e0-9c0a-91aa0136f436",1,NA,"USNM",NA,"US",883871892,"Animalia",1,NA,"2016-04-27T20:31:56.072+0000","2016-08-04T00:01:47.496+0000","2016-02-09T18:08:25.825+0000",NA,NA,NA,NA,NA,NA,NA,"Govert",NA,NA,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/3e4d30e29-b470-46e0-9c0a-91aa0136f436",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","L. Knowles","No Number",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"MALE","Mustela nigripes",5218985,"nigripes","305",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"1 Nov 1923",NA,NA,1923,2016-08-10
"426",NA,"South Dakota",NA,NA,"LITERATURE",NA,"2-594502-2694","Mammalia",359,"Harding, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,NA,NA,NA,"1923-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"85",NA,"United States","1273982416","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-594502-2694",NA,NA,"NTSRV",NA,"US",1273982416,"Animalia",1,NA,"2016-06-28T16:43:46.198+0000","2016-08-04T03:32:25.090+0000","2016-06-28T16:43:46.261+0000",NA,NA,NA,NA,NA,NA,NA,"Harding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1923,2016-08-10
"427",NA,"South Dakota",NA,NA,"UNKNOWN",NA,"2-597580-2672","Mammalia",359,"Butte, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,NA,NA,NA,"1923-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"94",NA,"United States","1274153240","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-597580-2672",NA,NA,"NTSRV",NA,"US",1274153240,"Animalia",1,NA,"2016-06-28T16:45:23.963+0000","2016-08-04T03:34:56.511+0000","2016-06-28T16:45:23.991+0000",NA,NA,NA,NA,NA,NA,NA,"Butte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1923,2016-08-10
"428",NA,"South Dakota",NA,NA,"UNKNOWN",NA,"2-597580-2694","Mammalia",359,"Harding, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,NA,NA,NA,"1923-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"94",NA,"United States","1274153228","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-597580-2694",NA,NA,"NTSRV",NA,"US",1274153228,"Animalia",1,NA,"2016-06-28T16:45:23.941+0000","2016-08-04T03:34:56.526+0000","2016-06-28T16:45:23.998+0000",NA,NA,NA,NA,NA,NA,NA,"Harding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1923,2016-08-10
"429",NA,"South Dakota",NA,NA,"LITERATURE",NA,"2-594502-2672","Mammalia",359,"Butte, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,NA,NA,NA,"1923-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"85",NA,"United States","1273982441","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-594502-2672",NA,NA,"NTSRV",NA,"US",1273982441,"Animalia",1,NA,"2016-06-28T16:43:46.214+0000","2016-08-04T03:32:25.254+0000","2016-06-28T16:43:46.281+0000",NA,NA,NA,NA,NA,NA,NA,"Butte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1923,2016-08-10
"431","http://www.vertnet.org/resources/norms.html","Washington","King",NA,"PRESERVED_SPECIMEN",NA,"6829","Mammalia",359,"CAPTIVE: Washington; King County; Seattle; Woodland Park Zoo, Washington, King, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,"United States",NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191","MANAGED","1922-07-10T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","868464493","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Mustela","| CAPT | Washington | King County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:6829",1,NA,"UWBM","urn:lsid:biocol.org:col:34878","US",868464493,"Animalia",1,"en","2015-02-24T03:03:57.292+0000","2016-08-04T04:34:24.246+0000","2015-02-16T16:38:59.430+0000",NA,NA,NA,NA,NA,NA,NA,"CAPTIVE: Washington; King County; Seattle; Woodland Park Zoo",NA,NA,NA,"2015-01-06T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UWBM:Mammal:6829",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"body mount",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","Woodland Park Zoo",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=6829","http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"MALE","Mustela nigripes",5218985,"nigripes","191",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"CAPT | Washington | King County |  | CAPTIVE: Washington; King County; Seattle; Woodland Park Zoo","Black-footed Ferret",1922,2016-08-10
"432",NA,"South Dakota",NA,NA,"UNKNOWN",NA,"2-595830-2679","Mammalia",359,"Custer, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,"1922-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"91",NA,"United States","1274156223","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-595830-2679",NA,NA,"NTSRV",NA,"US",1274156223,"Animalia",1,NA,"2016-06-28T16:45:25.617+0000","2016-08-04T03:34:55.559+0000","2016-06-28T16:45:25.685+0000",NA,NA,NA,NA,NA,NA,NA,"Custer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1922,2016-08-10
"433",NA,"Colorado","Weld County","Genbank:","PRESERVED_SPECIMEN",NA,"265540.7292016","Mammalia",359,"Greeley, E Of, Colorado, Weld County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1922-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","883872022","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Colorado, Weld County",NA,"265540",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3d2b80e0b-08ad-4ce4-9200-d43690abdddc",1,NA,"USNM",NA,"US",883872022,"Animalia",1,NA,"2016-04-27T20:28:01.415+0000","2016-08-04T00:01:47.548+0000","2016-02-09T17:55:50.471+0000",NA,NA,NA,NA,NA,NA,NA,"Greeley, E Of",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3d2b80e0b-08ad-4ce4-9200-d43690abdddc",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Skin",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","D. Green","29398X",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"-- -- 1922",NA,NA,1922,2016-08-10
"434",NA,"South Dakota",NA,NA,"UNKNOWN",NA,"2-595830-2686","Mammalia",359,"Fall River, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,"1922-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"91",NA,"United States","1274156177","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-595830-2686",NA,NA,"NTSRV",NA,"US",1274156177,"Animalia",1,NA,"2016-06-28T16:45:25.584+0000","2016-08-04T03:34:55.550+0000","2016-06-28T16:45:25.681+0000",NA,NA,NA,NA,NA,NA,NA,"Fall River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1922,2016-08-10
