"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1053",1061,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"362950","Mammalia",359,"Canada","Mammalia",NA,NA,NA,"Canada",NA,NA,"8138eb72-f762-11e1-a439-00145eb45e9a",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",439760666,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fontaine Pierre-Henry (M.)",NA,NA,NA,NA,"Royal Belgian Institute of natural Sciences",NA,NA,NA,"CA",439760666,"Animalia",1,NA,"2013-09-07T07:17:35.000+0000","2016-08-04T03:46:38.907+0000",NA,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.9,NA,1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"BIOCASE","BE","e88c96a3-5884-4e51-a580-e417ca4c9eed",NA,NA,NA,NA,NA,NA,NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1194",1218,"http://www.vertnet.org/resources/norms.html","Oregon","Klamath",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"60014","Mammalia",359,"Lat: 42.5356 Long: -122.1013OREGON: Klamath County; Winema National Forest; T 35S, R 6E, Sec 10 SW1/4, SE1/16; 1350 m, Oregon, Klamath, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",298,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,8,NA,NA,NA,"{""totalLengthInMM"":""1100"", ""tailLengthInMM"":""380"", ""hindfootLengthInMM"":""130"", ""earLengthInMM"":""52"", ""weight"":""5.7 kg"" }",NA,NA,NA,NA,0,0,39,"NATIVE","1997-02-08T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70145444,"Martes","Martes",2433765,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","""assume sec, 1/4 sec, 1/4 of 1/4 sec; 35S6E10W,OR output confirmation string from TRS2LL batch program W=Willamette Meridian, Or=Oregon""",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Martes","| USA | Oregon | Klamath |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:60014",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70145444,"Animalia",1,"en","2015-02-24T03:04:03.716+0000","2016-08-04T04:34:26.628+0000","2015-02-16T16:39:04.565+0000",42.5353609375702,NA,NA,NA,NA,NA,NA,"Lat: 42.5356 Long: -122.1013OREGON: Klamath County; Winema National Forest; T 35S, R 6E, Sec 10 SW1/4, SE1/16; 1350 m",NA,NA,-122.102140002505,"2015-01-06T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:UWBM:Mammal:60014","1100-380-130-52","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin/skull/body skel/tissue | tissue",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","K. B. Aubry",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=60014",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",39,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Klamath |  | Lat: 42.5356 Long: -122.1013OREGON: Klamath County; Winema National Forest; T 35S, R 6E, Sec 10 SW1/4, SE1/16; 1350 m",NA,"Fisher",1997,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1301",1325,"http://www.vertnet.org/resources/norms.html","California","Mariposa County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"196716","Mammalia",359,"Bishop Creek, Wawona Rd., Yosemite National Park, California, Mariposa County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",88.61,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,24,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,358,NA,"1997-12-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145772836,"Martes","Martes",2433765,"WGS84","Rebecca N. Fong","2003-09-15 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 5.03 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae","North America, United States, California, Mariposa County",NA,NA,NA,"A",NA,NA,"field","Les Chow","http://arctos.database.museum/guid/MVZ:Mamm:196716?seid=119324",1,NA,"pacifica","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145772836,"Animalia",1,"en","2016-08-09T09:38:40.778+0000","2016-08-09T09:40:45.496+0000","2016-08-09T09:38:42.856+0000",37.614766517325,NA,NA,NA,NA,NA,NA,"Bishop Creek, Wawona Rd., Yosemite National Park","Rebecca N. Fong",NA,-119.687463066077,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:196716?seid=119324","Dead on road.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:196716","collector number=2; second collector number=1635",NA,NA,"Chordata",44,"skin; tissue (frozen); skeleton","<i>Martes pennanti pacifica</i> (accepted ID) identified by Les Chow; method: field","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Les Chow, Robert E. Jones","2","http://arctos.database.museum/guid/MVZ:Mamm:196716",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Martes pennanti subsp. pacifica Rhoads, 1898",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218857,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"24 Dec 1997","Bishop Creek, Wawona Rd., Yosemite National Park, Mariposa Co., California",NA,NA,1997,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1399",1424,"http://www.vertnet.org/resources/norms.html","Oregon","Jackson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"60013","Mammalia",359,"Lat: 42.8782 Long: -122.6137OREGON: Jackson County; Rogue River National Forest; T 31S, R 2E, Sec 17 NW1/4; 1475 m, Oregon, Jackson, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",583,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,20,NA,NA,NA,"{""totalLengthInMM"":""910"", ""tailLengthInMM"":""365"", ""hindfootLengthInMM"":""115"", ""earLengthInMM"":""44"", ""weight"":""2.9 kg"" }",NA,NA,NA,NA,0,0,141,"NATIVE","1996-05-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70145443,"Martes","Martes",2433765,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","""placename lat/long from TRS2LL batch program, orthogonal offsets used calculated lat/long for part sections""",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Martes","| USA | Oregon | Jackson |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:60013",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70145443,"Animalia",1,"en","2015-02-24T03:04:03.686+0000","2016-08-04T04:34:26.763+0000","2015-02-16T16:39:04.560+0000",42.8779520523349,NA,NA,NA,NA,NA,NA,"Lat: 42.8782 Long: -122.6137OREGON: Jackson County; Rogue River National Forest; T 31S, R 2E, Sec 17 NW1/4; 1475 m",NA,NA,-122.614558000812,"2015-01-06T00:00:00.000+0000",5,NA,"ICZN","urn:catalog:UWBM:Mammal:60013","910-365-115-44; Misc.: ""Bitterlick F-03""","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"complete skel",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","K. B. Aubry",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=60013",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",141,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Jackson |  | Lat: 42.8782 Long: -122.6137OREGON: Jackson County; Rogue River National Forest; T 31S, R 2E, Sec 17 NW1/4; 1475 m",NA,"Fisher",1996,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1406",1431,"http://www.vertnet.org/resources/norms.html","California","Trinity County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"186282","Mammalia",359,"0.25 mi E junction of U.S. Forest Service Rd.s 4N36 and 4N36 G, Nahear Grouse Creek, Six Rivers National Forest, California, Trinity County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",333.13,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",17,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,261,NA,"1996-09-17T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145761287,"Martes","Martes",2433765,"WGS84","Madeline S. Tiee","2007-06-18 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator Pro v.7.0 USGS 1:24,000 SIMS MT, North Coast/Eureka (CA)","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, California, Trinity County",NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:186282?seid=1380481",1,NA,"pacifica","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145761287,"Animalia",1,"en","2016-08-09T09:38:34.421+0000","2016-08-09T09:40:27.809+0000","2016-08-09T09:38:34.534+0000",40.72422,NA,NA,NA,NA,NA,NA,"0.25 mi E junction of U.S. Forest Service Rd.s 4N36 and 4N36 G, Nahear Grouse Creek, Six Rivers National Forest","Madeline S. Tiee",NA,-123.59708,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:186282?seid=1380481","COLL. BY C. OGAN; NECROPSY NO. N-122-96",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:186282","collector number=M-12",NA,NA,"Chordata",44,"skull; skeleton","<i>Martes pennanti pacifica</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): California Department of Fish and Wildlife","M-12","http://arctos.database.museum/guid/MVZ:Mamm:186282",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Martes pennanti subsp. pacifica Rhoads, 1898",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218857,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17 Sep 1996","0.25 mi E jct. USFS Roads 4N36 and 4N36 G, Nahear Grouse Creek, Six Rivers National Forest",NA,NA,1996,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1545",1570,"http://vertnet.org/resources/norms.html","Michigan","Chippewa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"172979","Mammalia",359,"T45N, R01E, Section 12, Michigan, Chippewa, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",1202,"United States",NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,"NATIVE","1996-12-06T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",784063363,"Martes","Martes",2433765,"WGS84",NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"Carnivora | Mustelidae | Martes","| USA | MICHIGAN | CHIPPEWA |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:172979",NA,NA,"pennanti","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",784063363,"Animalia",1,"en","2015-07-16T13:29:57.690+0000","2016-08-04T00:59:15.523+0000","2015-04-07T16:41:04.116+0000",46.3100263565023,NA,NA,NA,NA,NA,NA,"T45N, R01E, Section 12",NA,NA,-84.2484923359669,"2015-04-06T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:UMMZ:Mammals:172979","Age 2.5;  DNR Tag # F96-280","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862",NA,"MZ8089","http://portal.vertnet.org/o/ummz/mammals?id=172979",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Martes pennanti subsp. pennanti",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",341,NA,7193967,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6 December 1996","USA | Michigan | Chippewa | T45N, R01E, Section 12",NA,NA,1996,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"1612",1637,"http://vertnet.org/resources/norms.html","Michigan","Chippewa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"172704","Mammalia",359,"T46N R02W Section 22, Michigan, Chippewa, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",1202,"United States",NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,"NATIVE","1996-12-05T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",784063214,"Martes","Martes",2433765,"WGS84",NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"Carnivora | Mustelidae | Martes","| USA | MICHIGAN | CHIPPEWA |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:172704",NA,NA,"pennanti","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",784063214,"Animalia",1,"en","2015-07-16T13:29:57.601+0000","2016-08-04T00:59:14.735+0000","2015-04-07T16:41:03.836+0000",46.3672259748923,NA,NA,NA,NA,NA,NA,"T46N R02W Section 22",NA,NA,-84.5389015202684,"2015-04-06T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:UMMZ:Mammals:172704","Age 1.5 yrs., DNR Tag #F96-346","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862",NA,"MZ8222","http://portal.vertnet.org/o/ummz/mammals?id=172704",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Martes pennanti subsp. pennanti",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",340,NA,7193967,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"5 December 1996","USA | Michigan | Chippewa | T46N R02W Section 22",NA,NA,1996,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2543",2569,"not-for-profit use only","Ontario","Unknown",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"111456","Mammalia",359,"Ontario, Unknown, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",820754.47,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-09-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891426006,"Martes","Martes",2433765,"WGS84","Bradley G. Millen (ROM)","2012-01-20","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"BioGeomancer","verification required",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:111456",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891426006,"Animalia",1,"en","2015-01-22T18:31:00.990+0000","2016-08-04T13:23:37.111+0000","2015-01-22T18:31:01.140+0000",49.26782,NA,NA,NA,NA,NA,"ADULT",NA,NA,"georef'd as Province",-84.74822,"2014-11-19T00:00:00.000+0000",9,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Omnr; Stadnick, G",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19910903",NA,NA,NA,1991,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2621",2647,"not-for-profit use only","Ontario","Hastings",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98682","Mammalia",359,"McClure Township, Ontario, Hastings, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",20.12,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-10-14T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211842228,"Martes","Martes",2433765,"WGS84","Lina Arcila (ROM)","2007 01 26","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, Pembroke, 31 F, 1:250,000, Edition 4, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Hastings",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98682",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211842228,"Animalia",1,"en","2016-05-26T13:57:37.882+0000","2016-08-04T13:23:33.767+0000","2016-05-26T13:57:51.185+0000",45.3099399990568,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"McClure Township",NA,"Bangor, Wicklow and McClure Townships have been amalgamated. Entire township is not shown on map.",-77.89743,"2016-05-19T00:00:00.000+0000",10,NA,NA,"URI:catalog:ROM:Mammals:98682",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-177-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901014","McClure Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2630",2656,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98674","Mammalia",359,"Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-11-19T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891389624,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98674",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891389624,"Animalia",1,"en","2015-01-22T18:31:52.102+0000","2016-08-04T13:23:34.425+0000","2015-01-22T18:31:52.319+0000",45.66667,NA,NA,NA,NA,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.16667,"2014-11-19T00:00:00.000+0000",11,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-073-91",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901119",NA,NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2631",2657,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98653","Mammalia",359,"McMurrich Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-11-28T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211846507,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98653",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211846507,"Animalia",1,"en","2016-05-26T13:57:44.107+0000","2016-08-04T13:23:33.862+0000","2016-05-26T13:57:54.455+0000",45.46667,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"McMurrich Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.45,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:98653",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-141-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901128","McMurrich Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
