"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1686",1691,"http://vertnet.org/resources/norms.html","Kansas","Wallace",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"12920","Mammalia",359,"7 MI S, 1/2 MI W WESKAN, Kansas, Wallace, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,"NATIVE","1977-08-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",48097934,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Wallace |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fcb9b943-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",48097934,"Animalia",1,"en","2015-05-12T17:06:00.148+0000","2016-08-04T07:44:26.041+0000","2015-05-12T17:06:00.160+0000",38.86666,NA,NA,NA,NA,NA,NA,NA,NA,"7 MI S, 1/2 MI W WESKAN",NA,NA,NA,-102.00113,NA,"2015-04-12T00:00:00.000+0000",8,NA,"ICZN","fcb9b943-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862",NA,NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=12920",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",230,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | WALLACE",NA,NA,1977,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1688",1693,"http://www.vertnet.org/resources/norms.html","Nevada","Nye County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"37150","Mammalia",359,"19 MI N, 14 MI E WARM SPRINGS, 6000 FT, Nevada, Nye County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,2875.9,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",14,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,257,NA,"1977-09-14T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145324353,"Taxidea","Taxidea",2434101,"WGS84",NA,"Cyril L. Fernandez","2002-07-03 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Nevada, Nye County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:37150?seid=920871",1,NA,"taxus","MSB","urn:lsid:biocol.org:col:34495","US",1145324353,"Animalia",1,"en","2016-07-28T04:56:12.042+0000","2016-08-04T12:18:47.151+0000","2016-06-24T04:34:30.916+0000",38.4659156715684,NA,NA,NA,NA,NA,NA,NA,NA,"19 MI N, 14 MI E WARM SPRINGS, 6000 FT","Cyril L. Fernandez",NA,NA,-116.112627815799,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:37150?seid=920871","SKIN, SKULL +ECTO +SKEL",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:37150","preparator number=949",NA,NA,"Chordata",44,"postcranial skeleton","<i>Taxidea taxus taxus</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): David J. Hafner",NA,"http://arctos.database.museum/guid/MSB:Mamm:37150",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus subsp. taxus",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,7193957,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"14-Sep-1977","19 MI N, 14 MI E WARM SPRINGS, 6000 FT",NA,NA,1977,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1694",1699,"http://vertnet.org/resources/norms.html","Oregon","Union",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-25613","Mammalia",359,"Island City, 2 mi N, Oregon, Union, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,4476,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,"NATIVE","1977-10-06T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",812662578,"Taxidea","Taxidea",2434101,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,"Mammalia | Carnivora | Mustelidae | Taxidea","| USA | Oregon | Union |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-25613",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812662578,"Animalia",1,"en","2016-05-26T20:48:57.926+0000","2016-08-04T09:30:06.049+0000","2016-05-26T20:48:57.994+0000",45.3698689708706,NA,NA,NA,NA,NA,NA,NA,NA,"Island City, 2 mi N",NA,NA,NA,-118.044385372985,NA,"2016-05-26T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-25613",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","R. A. Anderson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-25613",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",279,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Union | Island City, 2 mi N",NA,NA,1977,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1695",1700,NA,"California","Fresno",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1498","Mammalia",359,"Coalinga; 5 mi S, California, Fresno, United States, NORTH_AMERICA","OS",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1977-11-01T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",735678925,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Taxidea","North America;United States;California;Fresno County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:OS:1498",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735678925,"Animalia",1,"en","2015-02-17T07:02:37.442+0000","2016-08-04T01:32:51.205+0000","2015-02-17T07:02:37.451+0000",36.06667,NA,NA,NA,NA,NA,NA,NA,NA,"Coalinga; 5 mi S",NA,NA,NA,-120.35944,NA,"2014-10-10T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:SBMNH:OS:1498",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Fresno County; ; ; ;",NA,NA,1977,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1721",1730,NA,"Saskatchewan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"39646","Mammalia",359,"Lat: 52.67583 Long: -106.31639SASKATCHEWAN: Rosthern, 1.6 km NE; Highway 11, Saskatchewan, Canada","Mammal",NA,NA,NA,1386,"Canada",NA,NA,"9f210074-c49e-4fe3-b0af-8257374ef356",NA,NA,11,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"1976-09-11T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1231598084,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UWBM",NA,"CA",1231598084,"Animalia",1,NA,"2016-01-28T16:41:37.719+0000","2016-08-04T10:44:27.698+0000","2016-01-28T16:41:37.761+0000",52.67583,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 52.67583 Long: -106.31639SASKATCHEWAN: Rosthern, 1.6 km NE; Highway 11",NA,NA,NA,-106.31639,NA,NA,9,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","R. L. & V. R. Rausch",NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1723",1732,"http://www.vertnet.org/resources/norms.html","Wyoming","Johnson County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"103454","Mammalia",359,"17 miles south of Buffalo, Wyoming, Johnson County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,402.34,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",16,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1463.04,0,260,NA,"1976-09-16T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145129563,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Wyoming, Johnson County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:103454?seid=203922",1,NA,"jeffersonii","MSB","urn:lsid:biocol.org:col:34495","US",1145129563,"Animalia",1,"en","2016-07-28T04:55:20.957+0000","2016-08-04T12:18:52.364+0000","2016-06-24T04:32:38.399+0000",44.10111,NA,NA,NA,NA,NA,NA,NA,NA,"17 miles south of Buffalo","unknown",NA,NA,-106.69894,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:103454?seid=203922","salted skin was tanned September 2010, Jonas Brothers tag #1580; DOR on I-25",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:103454","USGS: U.S. Geological Survey=BS/FC 3454; preparator number=RBF 1441",NA,NA,"Chordata",44,"skull; skin (tanned)","<i>Taxidea taxus jeffersonii</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Robert B. Finley Jr.",NA,"http://arctos.database.museum/guid/MSB:Mamm:103454",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"16-Sep-1976","17 mi S Buffalo",NA,NA,1976,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1728",1737,"http://vertnet.org/resources/norms.html","Montana","Beaverhead",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"054169","Mammalia",359,"Lakeview, 6 mi N, 1 mi W, Montana, Beaverhead, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,2990,"United States",NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,"NATIVE","1976-11-08T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1065411116,"Taxidea","Taxidea",2434101,"WGS84",NA,"Elizabeth Campbell (UMMZ)",NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"Carnivora | Mustelidae | Taxidea","| United States | Montana | Beaverhead Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2a3a8cb-8e48-4a11-b7dc-eca2aa3f8545",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802","US",1065411116,"Animalia",1,"en","2015-04-17T16:01:05.570+0000","2016-08-04T02:41:31.046+0000","2015-04-17T16:01:05.584+0000",44.6887226087713,NA,NA,NA,NA,NA,NA,NA,NA,"Lakeview, 6 mi N, 1 mi W",NA,NA,NA,-111.833507140439,NA,"2015-04-17T00:00:00.000+0000",11,NA,"ICZN","d2a3a8cb-8e48-4a11-b7dc-eca2aa3f8545",NA,"present","Carnivora",732,NA,"MF-7",NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Faherty, M",NA,"http://portal.vertnet.org/o/lacm/mammals?id=054169",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",313,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"08 NOV 1976","United States | Montana | Beaverhead Co | Lakeview, 6 mi N, 1 mi W",NA,NA,1976,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1729",1738,"http://vertnet.org/resources/norms.html","Kansas","Osborne",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"17979","Mammalia",359,"5 MI W PARADISE, Kansas, Osborne, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,"NATIVE","1976-12-03T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",48098082,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Osborne |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fd20028c-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",48098082,"Animalia",1,"en","2015-05-12T17:06:02.442+0000","2016-08-04T07:44:26.840+0000","2015-05-12T17:06:02.476+0000",39.11357,NA,NA,NA,NA,NA,NA,NA,NA,"5 MI W PARADISE",NA,NA,NA,-99.01147,NA,"2015-04-12T00:00:00.000+0000",12,NA,"ICZN","fd20028c-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","WOOLSEY, R",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=17979",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",338,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | OSBORNE",NA,NA,1976,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1740",1749,"http://www.vertnet.org/resources/norms.html","Wyoming","Uinta",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"73462","Mammalia",359,"Lat: 41.3275 Long: -110.29222WYOMING: Uinta County; Lyman, Wyoming, Uinta, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,531,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1976-01-01T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70180649,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Taxidiinae | Taxidea","| USA | Wyoming | Uinta |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:73462",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878","US",70180649,"Animalia",1,"en","2015-02-24T03:03:51.748+0000","2016-08-04T04:34:26.492+0000","2015-02-16T16:38:55.038+0000",41.3273682423784,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 41.3275 Long: -110.29222WYOMING: Uinta County; Lyman",NA,NA,NA,-110.292742498214,NA,"2015-01-06T00:00:00.000+0000",NA,NA,"ICZN","urn:catalog:UWBM:Mammal:73462","Misc.: No data; in series","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","K. Lambert",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=73462",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Wyoming | Uinta |  | Lat: 41.3275 Long: -110.29222WYOMING: Uinta County; Lyman",NA,"American Badger",1976,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1749",1758,"http://vertnet.org/resources/norms.html","Arizona","Pima",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"UAZ 22872","Mammalia",359,"T18S, R16E, ca. 14 mi. S jct. I-10 & Hwy 83, along roadside (pick up), Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,"NATIVE","1975-04-26T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1262413986,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mustelidae | Mustelinae |  | Taxidea","| United States of America  | Arizona | Pima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 22872",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262413986,"Animalia",1,"en","2016-03-29T18:16:46.576+0000","2016-08-04T10:11:16.600+0000","2016-03-29T18:16:46.605+0000",31.80975,NA,NA,NA,NA,NA,NA,NA,NA,"T18S, R16E, ca. 14 mi. S jct. I-10 & Hwy 83, along roadside (pick up)",NA,NA,NA,-110.70913,NA,"2016-03-23T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 22872",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","M.J. Liebhaber",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-22872",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",116,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"26 April 1975","United States of America  | Arizona | Pima | T18S, R16E, ca. 14 mi. S jct. I-10 & Hwy 83, along roadside (pick up)",NA,"American Badger",1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1751",1760,"http://vertnet.org/resources/norms.html","Sonora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"UAZ 23064","Mammalia",359,"Las Cuevas, 16 mi. S Libertad, Sonora, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,"NATIVE","1975-06-24T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Mexico",1262414172,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mustelidae | Mustelinae |  | Taxidea","| United Mexican States | Sonora |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 23064",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","MX",1262414172,"Animalia",1,"en","2016-03-29T18:16:46.817+0000","2016-08-04T10:11:14.205+0000","2016-03-29T18:16:46.847+0000",28.85102,NA,NA,NA,NA,NA,NA,NA,NA,"Las Cuevas, 16 mi. S Libertad",NA,NA,NA,-111.88333,NA,"2016-03-23T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 23064",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","M. Gilligan",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-23064",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",175,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"24 June 1975","United Mexican States | Sonora | Las Cuevas, 16 mi. S Libertad",NA,"American Badger",1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
