"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"285",285,"http://vertnet.org/resources/norms.html","Kansas","Barton",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"27855","Mammalia",359,"CHEYENNE BOTTOMS, Kansas, Barton, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"NATIVE","1990-04-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",48094839,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | SPILOGALE","North America | USA | Kansas | Barton |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"fdd6d404-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48094839,"Animalia",1,"en","2015-05-12T17:06:07.052+0000","2016-08-04T07:44:25.034+0000","2015-05-12T17:06:07.064+0000",38.46944,NA,NA,NA,NA,NA,NA,NA,"CHEYENNE BOTTOMS",NA,NA,NA,-98.65556,NA,"2015-04-12T00:00:00.000+0000",4,NA,"ICZN","fdd6d404-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SK - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","MAMM CLASS OF 1991",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=27855",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",94,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | BARTON",NA,NA,NA,1990,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"368",369,"http://www.vertnet.org/resources/norms.html","Florida","Hendry",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"41834","Mammalia",359,"Lat: 26.7542 Long: -80.9337FLORIDA: Hendry County; near Clewiston, Florida, Hendry, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",1624,"United States",NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,"{""totalLengthInMM"":""420"", ""tailLengthInMM"":""130"", ""hindfootLengthInMM"":""40"", ""earLengthInMM"":""10"" }",NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1985-03-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",70175750,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Taken from Center of Clewiston",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitinae | Spilogale","| USA | Florida | Hendry |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:41834",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70175750,"Animalia",1,"en","2015-02-24T03:03:49.639+0000","2016-08-04T04:34:25.075+0000","2015-02-16T16:38:53.349+0000",26.7545468655839,NA,NA,NA,NA,NA,NA,NA,"Lat: 26.7542 Long: -80.9337FLORIDA: Hendry County; near Clewiston",NA,NA,NA,-80.9333789261043,NA,"2015-01-06T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:UWBM:Mammal:41834","420-130-40-10","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin, skull",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. R. Johnson",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=41834",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Florida | Hendry |  | Lat: 26.7542 Long: -80.9337FLORIDA: Hendry County; near Clewiston",NA,"Eastern Spotted Skunk",NA,1985,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"450",451,NA,"Tennessee","Campbell",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"44232","Mammalia",359,"5.7 mi W Jct Hwy 63 and I-75, Caryville, North Cumberland Wildlife Management Area, Tennessee, Campbell, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",1807,"United States",NA,"84aefc7e-f762-11e1-a439-00145eb45e9a",NA,NA,1,NA,NA,"In collection","{""totalLengthInmm"":""425"", ""tailLengthInmm"":""188"", ""hindfootLengthInmm"":""52"", ""earLengthInmm"":""24"", ""weightIn"":""X""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-01-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",894724803,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate [www.museum.tulane.edu/geolocate/]",NA,NA,"Verified by data custodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:OMNH:Mammals:44232",NA,NA,NA,"OMNH",NA,NA,NA,"US",894724803,"Animalia",1,"English","2016-08-09T08:14:43.215+0000","2016-08-09T08:22:29.316+0000","2016-08-09T08:14:43.279+0000",36.29167,NA,NA,NA,NA,NA,NA,NA,"5.7 mi W Jct Hwy 63 and I-75, Caryville, North Cumberland Wildlife Management Area",NA,NA,NA,-84.30722,NA,"2015-12-23T00:00:00.000+0000",1,NA,NA,"urn:catalog:OMNH:Mammals:44232",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","609765e0-4ce8-11db-b80e-b8a03c50a862","Kennedy, P. K.","PKK , 2697",NA,NA,NA,"Sam Noble Oklahoma Museum of Natural History",NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Spotted Skunk",NA,1980,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"463",464,"http://www.vertnet.org/resources/norms.html","Louisiana","Calcasieu",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"24787","Mammalia",359,"6 mi S Iowa on Fruge Rd., N Hwy. 14, Louisiana, Calcasieu, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"NATIVE","1979-01-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",859568271,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,"2002-11-18",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Spilogale","North America | USA | Louisiana | Calcasieu Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:24787",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"US",859568271,"Animalia",1,"en","2015-03-10T08:52:39.700+0000","2016-08-04T07:23:40.614+0000","2015-03-10T08:52:39.707+0000",30.1442057540277,NA,NA,NA,NA,NA,NA,NA,"6 mi S Iowa on Fruge Rd., N Hwy. 14",NA,NA,NA,-93.0289925025582,NA,NA,1,NA,"ICZN","urn:catalog:LSUMZ:Mammals:24787",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1, skeleton-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Smith, J. C.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=24787",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",17,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | Louisiana | Calcasieu Parish",NA,NA,NA,1979,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"486",488,"http://www.vertnet.org/resources/norms.html","Louisiana","West Feliciana",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"23634","Mammalia",359,"4 km S Bains, Louisiana, West Feliciana, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,"NATIVE","1979-10-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",859567969,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,"2002-6-12",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Spilogale","North America | USA | Louisiana | West Feliciana Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:23634",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"US",859567969,"Animalia",1,"en","2015-03-10T08:52:39.082+0000","2016-08-04T07:23:43.366+0000","2015-03-10T08:52:39.086+0000",30.7921892528963,NA,NA,NA,NA,NA,NA,NA,"4 km S Bains",NA,NA,NA,-91.3869525830721,NA,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:23634",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1, skeleton-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Foote, A. Lee",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=23634",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",293,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | Louisiana | West Feliciana Parish",NA,NA,NA,1979,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"495",497,NA,"North Carolina","Haywood",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"NCSM 2819 - North Carolina Museum of Natural Sciences Mammals Collection","2819","Mammalia",359,"Nantahala National Forest, Canton, Right Hand Prong West Fork Pigeon River, North Carolina, Haywood, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",4023,"United States","NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,28,NA,NA,"In Collections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-02-28T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"MAMM-2819",NA,NA,"United States",897158017,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,"DeLorme 10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9AC148F-9519-4B7B-B3B5-EFE3D056DE2D",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897158017,"Animalia",1,"EN","2016-07-28T19:48:34.467+0000","2016-08-04T15:09:06.672+0000","2016-07-28T19:48:34.803+0000",35.3651,NA,NA,NA,NA,NA,NA,NA,"Nantahala National Forest, Canton, Right Hand Prong West Fork Pigeon River",NA,NA,NA,-82.9608,NA,"2016-07-28T00:00:00.000+0000",2,NA,NA,"A9AC148F-9519-4B7B-B3B5-EFE3D056DE2D","Source: specimen tag, MRS, NCSM catalog. MRS has red number 002002.",NA,"Carnivora",732,NA,NA,"NCSM","Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=2819",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"Physical Object",NA,NA,NA,"1184",NA,"Received from D.M. Dudek, NCWRC. Lat/Long taken at approximate midpoint of Right Hand Prong West Fork Pigeon River (total length ~2.84 mi). Original locality indicates ""Sherwood Bear Sanctuary"".",NA,"Eastern Spotted Skunk",NA,1978,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"500",502,"http://vertnet.org/resources/norms.html","Kansas","Wallace",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"17115","Mammalia",359,"4 1/2 MI W SHARON SPRINGS, Kansas, Wallace, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"NATIVE","1978-03-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",48093119,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | SPILOGALE","North America | USA | Kansas | Wallace |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"fd1522ce-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48093119,"Animalia",1,"en","2015-05-12T17:06:02.032+0000","2016-08-04T07:44:26.406+0000","2015-05-12T17:06:02.052+0000",38.89777,NA,NA,NA,NA,NA,NA,NA,"4 1/2 MI W SHARON SPRINGS",NA,NA,NA,-101.78893,NA,"2015-04-12T00:00:00.000+0000",3,NA,"ICZN","fd1522ce-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SK - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","SEXSON, M L",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=17115",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",84,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | WALLACE",NA,NA,NA,1978,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"515",517,"http://vertnet.org/resources/norms.html","Kansas","Ellis",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"12553","Mammalia",359,"HAYS, SCHWALLER LUMBER COMPANY, Kansas, Ellis, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,"NATIVE","1976-09-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",48092125,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | SPILOGALE","North America | USA | Kansas | Ellis |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"fcb4ef3e-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48092125,"Animalia",1,"en","2015-05-12T17:05:59.920+0000","2016-08-04T07:44:26.167+0000","2015-05-12T17:05:59.931+0000",38.87917,NA,NA,NA,NA,NA,NA,NA,"HAYS, SCHWALLER LUMBER COMPANY",NA,NA,NA,-99.32639,NA,"2015-04-12T00:00:00.000+0000",9,NA,"ICZN","fcb4ef3e-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SB - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","LAUNCHBAUGH, G K",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=12553",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",274,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | ELLIS",NA,NA,NA,1976,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"529",531,"http://vertnet.org/resources/norms.html","Florida","Brevard",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-24793","Mammalia",359,"Merritt Island NWR, Florida, Brevard, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",4050,"United States",NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"NATIVE","1975-04-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",812661305,"Spilogale","Spilogale",2434820,"WGS84",NA,"Katie M. Brokamp (UMMZ)","1/6/2003",NA,"center of refuge","Topozone.com","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Florida | Brevard |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-24793",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812661305,"Animalia",1,"en","2016-05-26T20:48:57.541+0000","2016-08-04T09:30:00.820+0000","2016-05-26T20:48:57.556+0000",28.5527811711874,NA,NA,NA,NA,NA,NA,NA,"Merritt Island NWR",NA,NA,NA,-80.658674043927,NA,"2016-05-26T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-24793",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","L. M. Ehrhart",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-24793",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",113,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Florida | Brevard | Merritt Island NWR",NA,NA,NA,1975,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"531",533,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","COWLEY CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160171","Mammalia",359,"UDALL, VICINITY OF, Kansas, COWLEY CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686487286,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2006-01-13",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"970122a3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686487286,"Animalia",1,"en","2016-03-28T15:43:49.127+0000","2016-08-03T12:33:07.160+0000","2015-06-05T22:02:34.172+0000",37.3800012878797,NA,NA,NA,NA,NA,NA,NA,"UDALL, VICINITY OF",NA,NA,NA,-97.1101327928435,NA,NA,7,NA,NA,"970122a3-1ed8-11e3-bfac-90b11c41863e","SOUTHWESTERN COLLEGE 1367",NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","THOMPSON M C",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1975,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"539",541,"http://www.vertnet.org/resources/norms.html","Oklahoma","Rogers County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"113490","Mammalia",359,"Inola Hill, Oklahoma, Rogers County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",550,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",19,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,292,NA,"1974-10-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145140755,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Oklahoma, Rogers County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:113490?seid=1368334",1,NA,"interrupta","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145140755,"Animalia",1,"en","2016-07-28T04:55:23.825+0000","2016-08-04T12:18:43.818+0000","2016-06-24T04:32:44.011+0000",36.14503,NA,NA,NA,NA,NA,NA,NA,"Inola Hill","unknown",NA,"19N; 17E; 10, S1/2 OF NW1",-95.48821,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:113490?seid=1368334",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:113490","USGS: U.S. Geological Survey=BS/FC 13490; preparator number=174-81",NA,"Chordata",44,"skin; skull","<i>Spilogale putorius interrupta</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): D. Samuelson",NA,"http://arctos.database.museum/guid/MSB:Mamm:113490",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19-Oct-1974","Inola Hill",NA,NA,NA,1974,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
