"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"67",70,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"96942","Mammalia",359,"Crooked Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",19312.13,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2004-04-08T00:00:00.000+0000",12,NA,NA,NA,"sex=female ; age class=adult",NA,NA,12,NA,"2004-01-12T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897110588,"Lynx","Lynx",2435239,"WGS84","Jennifer L. Ostler","2004-04-08 00:00:00.0","not recorded",NA,"USGS Map","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:96942?seid=1662348",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897110588,"Animalia",1,"en","2016-08-09T08:06:39.716+0000","2016-08-09T08:09:12.064+0000","2016-08-09T08:06:40.342+0000",64.3686749538962,NA,"ADULT","Crooked Creek","Jennifer L. Ostler",NA,-147.935567464273,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:96942?seid=1662348","Xiphoid fat weight = 29.3g",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:96942","AF=66126; original identifier=9128",NA,NA,"Chordata",44,"liver (frozen); kidney (frozen); spleen (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2004-04-08; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Alaska Department of Fish and Game, Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:96942",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"12 Jan 2004","Crooked Creek, Game Management Unit 20A",NA,NA,NA,2004,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"78",81,"http://www.vertnet.org/resources/norms.html","Northwest Territories",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"267604","Mammalia",359,"Heart Lake, Norman Wells, Northwest Territories, Canada, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",1387,"Canada",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-10-20T00:00:00.000+0000",7,NA,NA,NA,"total length=900 mm; tail length=100 mm; hind foot with claw=252 mm; weight=10 kg; sex=male ; reproductive data=T=10x13mm scrotal",NA,NA,38,NA,"2004-02-07T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1145294830,"Lynx","Lynx",2435239,"WGS84","unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, Canada, Northwest Territories",NA,NA,NA,"A",NA,"field","Paul J. Polechla Jr.","http://arctos.database.museum/guid/MSB:Mamm:267604?seid=639375",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,"CA",1145294830,"Animalia",1,"en","2016-07-28T04:56:02.563+0000","2016-08-04T12:19:06.746+0000","2016-06-24T04:34:11.931+0000",65.20422,NA,NA,"Heart Lake, Norman Wells","unknown",NA,-127.18241,NA,2,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:267604?seid=639375","No stomach, heart, lungs, abdominal cavity.  9-28-2004 written on bag, skinned carcass stomach contents in 70% EtoH-Lepus americana-ear and front foot, subcutaneous, mesenteric fat heavy.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:267604","DGR: Division of Genomic Resources (MSB)=10002290; NK=135195; preparator number=3176",NA,NA,"Chordata",44,"skull; postcranial skeleton; muscle (frozen); muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Paul J. Polechla Jr. on 2005-10-20; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Richard Popko; Preparator(s): Paul J. Polechla Jr.",NA,"http://arctos.database.museum/guid/MSB:Mamm:267604",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"7-Feb-2004","Heart Lake, Norman Wells",NA,NA,NA,2004,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Environment & Natural Resources, Govt. NWT",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",112.549199753,156.304437242,TRUE
"117",120,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"93282","Mammalia",359,"Lake Clark, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",200,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2003-02-17T00:00:00.000+0000",17,NA,NA,NA,"sex=unknown ; verbatim preservation date=31-Jul-2003",NA,NA,48,NA,"2003-02-17T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897106764,"Lynx","Lynx",2435239,"WGS84","Kurt E. Galbreath","2003-02-17 00:00:00.0","not recorded",NA,"global positioning system (transcription)","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Lake Clark Quad, Lake Clark National Park and Preserve",NA,NA,NA,"A",NA,"field","Kurt E. Galbreath","http://arctos.database.museum/guid/UAM:Mamm:93282?seid=775336",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897106764,"Animalia",1,"en","2016-08-09T08:06:37.720+0000","2016-08-09T08:09:05.002+0000","2016-08-09T08:06:38.228+0000",60.2186239038154,NA,NA,"Lake Clark","Kurt E. Galbreath",NA,-154.251890588466,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:93282?seid=775336","Specimen collected as part of the Beringian Coevolution Project. Not examined for endoparasites.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:93282","IF: Idaho Frozen Tissue Collection=9908; U. S. National Park Service accession=LACL-00139; U. S. National Park Service catalog=LACL 2885",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Kurt E. Galbreath on 2003-02-17; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Kurt E. Galbreath, Joseph A. Cook, Dolly L. Crawford, G. R. Alsworth Jr.",NA,"http://arctos.database.museum/guid/UAM:Mamm:93282",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17-Feb-2003","Lake Clark",NA,NA,NA,2003,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"119",122,"http://www.vertnet.org/resources/norms.html","Northwest Territories",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"143674","Mammalia",359,"NWT, Norman Wells, Northwest Territories, Canada, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",2000,"Canada",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2003-04-11T00:00:00.000+0000",11,NA,NA,NA,"sex=male",NA,NA,101,NA,"2003-04-11T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1145170105,"Lynx","Lynx",2435239,"WGS84","Richard Popko","2003-04-11 00:00:00.0","not recorded",NA,"global positioning system (transcription)","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, Canada, Northwest Territories",NA,NA,NA,"A",NA,"field","Richard Popko","http://arctos.database.museum/guid/MSB:Mamm:143674?seid=1672481",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,"CA",1145170105,"Animalia",1,"en","2016-07-28T04:55:30.899+0000","2016-08-04T12:19:06.612+0000","2016-06-24T04:32:58.724+0000",65.23333,NA,NA,"NWT, Norman Wells","Richard Popko",NA,-126.7,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:143674?seid=1672481",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:143674","NK=135325",NA,NA,"Chordata",44,"skull; muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Richard Popko on 2003-04-11; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Richard Popko; Preparator(s): Melvin D. Foster",NA,"http://arctos.database.museum/guid/MSB:Mamm:143674",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees dec. minutes",NA,"11-Apr-2003","NWT, Norman Wells",NA,NA,NA,2003,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Environment & Natural Resources, Govt. NWT",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",112.549199753,156.304437242,TRUE
"122",125,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"96938","Mammalia",359,"Tok River, 7 Mile Hill, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",16093.44,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2004-04-08T00:00:00.000+0000",1,NA,NA,NA,"sex=male ; age class=adult",NA,NA,305,NA,"2003-11-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897110474,"Lynx","Lynx",2435239,"WGS84","Jennifer L. Ostler","2004-04-08 00:00:00.0","not recorded",NA,"USGS Map","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Tanacross Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:96938?seid=437235",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897110474,"Animalia",1,"en","2016-08-09T08:06:39.758+0000","2016-08-09T08:09:12.104+0000","2016-08-09T08:06:40.366+0000",63.3629244694532,NA,"ADULT","Tok River, 7 Mile Hill","Jennifer L. Ostler",NA,-142.845450739122,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:96938?seid=437235","Xiphoid fat weight = 48.1g",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:96938","AF=66122; original identifier=9124",NA,NA,"Chordata",44,"liver (frozen); kidney (frozen); spleen (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2004-04-08; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Alaska Department of Fish and Game, Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:96938",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"01 Nov 2003","Tok River, 7 Mile Hill, Game Management Unit 12",NA,NA,NA,2003,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"124",127,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"97365","Mammalia",359,"West of Blair Lakes, GMU 20D, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",16093.44,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2004-04-08T00:00:00.000+0000",3,NA,NA,NA,"sex=female ; age class=adult",NA,NA,337,NA,"2003-12-03T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897111039,"Lynx","Lynx",2435239,"WGS84","Jennifer L. Ostler","2004-04-08 00:00:00.0","not recorded",NA,"USGS Map","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Eagle Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:97365?seid=926614",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897111039,"Animalia",1,"en","2016-08-09T08:06:40.021+0000","2016-08-09T08:09:12.889+0000","2016-08-09T08:06:40.550+0000",64.1372400802698,NA,"ADULT","West of Blair Lakes, GMU 20D","Jennifer L. Ostler",NA,-142.405262301761,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:97365?seid=926614","Xiphoid fat weight = 8.8g",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:97365","AF=66103; original identifier=9105",NA,NA,"Chordata",44,"liver (frozen); kidney (frozen); spleen (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2004-04-08; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Alaska Department of Fish and Game, Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:97365",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"03 Dec 2003","West of Blair Lakes, GMU 20D",NA,NA,NA,2003,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"134",137,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"96929","Mammalia",359,"West of Blair Lakes, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",16093.44,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2004-04-08T00:00:00.000+0000",3,NA,NA,NA,"sex=male ; age class=adult",NA,NA,337,NA,"2003-12-03T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897110601,"Lynx","Lynx",2435239,"WGS84","Jennifer L. Ostler","2004-04-08 00:00:00.0","not recorded",NA,"USGS Map","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:96929?seid=1677329",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897110601,"Animalia",1,"en","2016-08-09T08:06:39.745+0000","2016-08-09T08:09:11.897+0000","2016-08-09T08:06:40.278+0000",64.3676938026855,NA,"ADULT","West of Blair Lakes","Jennifer L. Ostler",NA,-147.407845419736,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:96929?seid=1677329","Xiphoid fat weight = 82.5g",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:96929","AF=66100; original identifier=9102",NA,NA,"Chordata",44,"liver (frozen); kidney (frozen); spleen (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2004-04-08; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Craig Gardner; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:96929",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"03 Dec 2003","West of Blair Lakes, Game Management Unit 20A",NA,NA,NA,2003,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"170",173,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"61085","Mammalia",359,"specific locality unknown, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",120700.8,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,NA,21,NA,NA,NA,"sex=male",NA,NA,21,NA,"2001-01-21T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897070249,"Lynx","Lynx",2435239,"WGS84","Kyndall Hildebrandt","2002-03-12 00:00:00.0","not recorded",NA,"Geographic Names Information System (USGS website)","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Kenai Quad, Kenai National Wildlife Refuge",NA,NA,NA,"A",NA,"field","unknown","http://arctos.database.museum/guid/UAM:Mamm:61085?seid=329687",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897070249,"Animalia",1,"en","2016-08-09T08:06:17.892+0000","2016-08-09T08:07:55.208+0000","2016-08-09T08:06:18.135+0000",60.3327686044362,NA,NA,"specific locality unknown","Kyndall Hildebrandt",NA,-150.502655308237,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:61085?seid=329687",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:61085","AF=56969; original identifier=2001-10",NA,NA,"Chordata",44,"muscle (frozen); liver (frozen); kidney (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by unknown; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Kenai National Wildlife Refuge; Preparator(s): Eric D. Schiff, Kristian R. Larson, Yumiko Uchiro, Brandy K. Jacobsen, Patrick W. Cotter, Kyndall Hildebrandt",NA,"http://arctos.database.museum/guid/UAM:Mamm:61085",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"21 Jan 2001","Specific locality unknown.",NA,NA,NA,2001,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"174",177,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"101285","Mammalia",359,"Bison Gulch, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",9.14,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2001-12-22T00:00:00.000+0000",22,NA,NA,NA,"sex: male",538.89,0,356,NA,"2001-12-22T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",896996661,"Lynx","Lynx",2435239,"WGS84","Kristian R. Larson","2001-12-22 00:00:00.0","not recorded",NA,"GPS","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Healy Quad",NA,NA,NA,"A",NA,"student","Kristian R. Larson","http://arctos.database.museum/guid/UAM:Mamm:101285?seid=583771",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",896996661,"Animalia",1,"en","2016-08-09T08:05:37.823+0000","2016-08-09T08:05:38.883+0000","2016-08-09T08:05:37.879+0000",63.8063,NA,NA,"Bison Gulch","Kristian R. Larson",NA,-131.95915,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:101285?seid=583771",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:101285","AF=47754",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); liver (frozen); heart (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Kristian R. Larson",NA,"http://arctos.database.museum/guid/UAM:Mamm:101285",NA,NA,NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees dec. minutes",NA,"22 Dec 2001","Bison Gulch",NA,NA,NA,2001,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"182",185,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"89305","Mammalia",359,"Gakona, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",8046.72,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,NA,26,NA,NA,NA,"sex=female ; total length=77.2 cm; tail length=10.40 cm",NA,NA,26,NA,"2000-01-26T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897101916,"Lynx","Lynx",2435239,"WGS84","Lourdes B. Barrelli","2003-03-14 00:00:00.0","not recorded",NA,"Geographic Names Information System (USGS website)","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Gulkana Quad",NA,NA,NA,"A",NA,"field","Howard N. Golden","http://arctos.database.museum/guid/UAM:Mamm:89305?seid=1165948",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897101916,"Animalia",1,"en","2016-08-09T08:06:35.173+0000","2016-08-09T08:08:54.512+0000","2016-08-09T08:06:35.773+0000",62.3015013496724,NA,NA,"Gakona","Lourdes B. Barrelli",NA,-145.304068532585,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:89305?seid=1165948",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:89305","AF=34262; original identifier=3967",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Howard N. Golden; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Howard N. Golden; Preparator(s): John A. Haddix",NA,"http://arctos.database.museum/guid/UAM:Mamm:89305",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"26 Jan 2000","Gakona, Game Management Unit 11",NA,NA,NA,2000,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
